# sloughing=False,sloughing_time=nan
time_s,h_total_m,h_crit_m,alpha_water_wall
0.000000000000000000e+00,2.079999999999999818e-03,1.777035283506067376e-01,0.000000000000000000e+00
5.935672362048394646e-04,2.079999577804343344e-03,1.777034935213768485e-01,0.000000000000000000e+00
1.000754360241359331e+00,2.079288226817226776e-03,1.776448095408968697e-01,0.000000000000000000e+00
2.000915153246513700e+00,2.078576973167899945e-03,1.775861321011844296e-01,0.000000000000000000e+00
3.001075946251668292e+00,2.077865816868470356e-03,1.775274612037933408e-01,0.000000000000000000e+00
4.001236739256822439e+00,2.077154757931041606e-03,1.774687968502768332e-01,0.000000000000000000e+00
5.001397532261977474e+00,2.076443796367742883e-03,1.774101390421903568e-01,0.000000000000000000e+00
6.001558325267131622e+00,2.075732932190687760e-03,1.773514877810883628e-01,0.000000000000000000e+00
7.001719118272286657e+00,2.075022165412001955e-03,1.772928430685261070e-01,0.000000000000000000e+00
8.001879911277441693e+00,2.074311496043814221e-03,1.772342049060591507e-01,0.000000000000000000e+00
9.002040704282595840e+00,2.073600924098257213e-03,1.771755732952437767e-01,0.000000000000000000e+00
1.000220149728774999e+01,2.072890449587462287e-03,1.771169482376357962e-01,0.000000000000000000e+00
1.100236229029290413e+01,2.072180072523570771e-03,1.770583297347921026e-01,0.000000000000000000e+00
1.200252308329805828e+01,2.071469792918733104e-03,1.769997177882704220e-01,0.000000000000000000e+00
1.300268387630321243e+01,2.070759610785091916e-03,1.769411123996278978e-01,0.000000000000000000e+00
1.400284466930836835e+01,2.070049526134799377e-03,1.768825135704225893e-01,0.000000000000000000e+00
1.500300546231352250e+01,2.069339538980009396e-03,1.768239213022124445e-01,0.000000000000000000e+00
1.600316625531867842e+01,2.068629649332890622e-03,1.767653355965570217e-01,0.000000000000000000e+00
1.700332704832383257e+01,2.067919857205603035e-03,1.767067564550151293e-01,0.000000000000000000e+00
1.800348784132898672e+01,2.067210162610317453e-03,1.766481838791464365e-01,0.000000000000000000e+00
1.900364863433414087e+01,2.066500565559199060e-03,1.765896178705104180e-01,0.000000000000000000e+00
2.000380942733929501e+01,2.065791066064427348e-03,1.765310584306675201e-01,0.000000000000000000e+00
2.100397022034444916e+01,2.065081664138181377e-03,1.764725055611784665e-01,0.000000000000000000e+00
2.200413101334960331e+01,2.064372359792649315e-03,1.764139592636045917e-01,0.000000000000000000e+00
2.300429180635475745e+01,2.063663153040016726e-03,1.763554195395072299e-01,0.000000000000000000e+00
2.400445259935991160e+01,2.062954043892474814e-03,1.762968863904481043e-01,0.000000000000000000e+00
2.500461339236506575e+01,2.062245032362222587e-03,1.762383598179897981e-01,0.000000000000000000e+00
2.600477418537022345e+01,2.061536118461461658e-03,1.761798398236950614e-01,0.000000000000000000e+00
2.700493497837537760e+01,2.060827302202393203e-03,1.761213264091266439e-01,0.000000000000000000e+00
2.800509577138053174e+01,2.060118583597226206e-03,1.760628195758481562e-01,0.000000000000000000e+00
2.900525656438568589e+01,2.059409962658172687e-03,1.760043193254233751e-01,0.000000000000000000e+00
3.000541735739084004e+01,2.058701439397451170e-03,1.759458256594167713e-01,0.000000000000000000e+00
3.100557815039599419e+01,2.057993013827281482e-03,1.758873385793927324e-01,0.000000000000000000e+00
3.200573894340114833e+01,2.057284685959885617e-03,1.758288580869163675e-01,0.000000000000000000e+00
3.300589973640630603e+01,2.056576455807495544e-03,1.757703841835532022e-01,0.000000000000000000e+00
3.400606052941145663e+01,2.055868323382343665e-03,1.757119168708690948e-01,0.000000000000000000e+00
3.500622132241661433e+01,2.055160288696667153e-03,1.756534561504302927e-01,0.000000000000000000e+00
3.600638211542176492e+01,2.054452351762703181e-03,1.755950020238032372e-01,0.000000000000000000e+00
3.700654290842692262e+01,2.053744512592729256e-03,1.755365544925574783e-01,0.000000000000000000e+00
3.800670370143207322e+01,2.053036771198930074e-03,1.754781135582552665e-01,0.000000000000000000e+00
3.900686449443723092e+01,2.052329127593595717e-03,1.754196792224674284e-01,0.000000000000000000e+00
4.000702528744238151e+01,2.051621581788982008e-03,1.753612514867620154e-01,0.000000000000000000e+00
4.100718608044753921e+01,2.050914133797347803e-03,1.753028303527076059e-01,0.000000000000000000e+00
4.200734687345269691e+01,2.050206783630956729e-03,1.752444158218729731e-01,0.000000000000000000e+00
4.300750766645784751e+01,2.049499531302078487e-03,1.751860078958275002e-01,0.000000000000000000e+00
4.400766845946300521e+01,2.048792376822987978e-03,1.751276065761412926e-01,0.000000000000000000e+00
4.500782925246815580e+01,2.048085320205962276e-03,1.750692118643843720e-01,0.000000000000000000e+00
4.600799004547331350e+01,2.047378361463278017e-03,1.750108237621270102e-01,0.000000000000000000e+00
4.700815083847846410e+01,2.046671500607230056e-03,1.749524422709410054e-01,0.000000000000000000e+00
4.800831163148362180e+01,2.045964737650099799e-03,1.748940673923969624e-01,0.000000000000000000e+00
4.900847242448877239e+01,2.045258072604184702e-03,1.748356991280670680e-01,0.000000000000000000e+00
5.000863321749393009e+01,2.044551505481781353e-03,1.747773374795233425e-01,0.000000000000000000e+00
5.100879401049908068e+01,2.043845036295190674e-03,1.747189824483383613e-01,0.000000000000000000e+00
5.200895480350423838e+01,2.043138665056717495e-03,1.746606340360850607e-01,0.000000000000000000e+00
