# sloughing=False,sloughing_time=nan
time_s,h_total_m,h_crit_m,alpha_water_wall
0.000000000000000000e+00,2.459999999999999947e-03,8.899503398000391252e-02,0.000000000000000000e+00
6.894205130543158786e-04,2.459998900345676184e-03,8.899499472003279121e-02,0.000000000000000000e+00
1.001038584954866639e+00,2.458403543218805071e-03,8.893803642786124453e-02,0.000000000000000000e+00
2.001387749396679183e+00,2.456808668424092981e-03,8.888109397995989924e-02,0.000000000000000000e+00
3.001736913838491283e+00,2.455214276068245355e-03,8.882416738133716572e-02,0.000000000000000000e+00
4.002086078280303383e+00,2.453620366258011005e-03,8.876725663700314739e-02,0.000000000000000000e+00
5.002435242722116371e+00,2.452026939100181244e-03,8.871036175196948814e-02,0.000000000000000000e+00
6.002784407163928471e+00,2.450433994701579476e-03,8.865348273124915024e-02,0.000000000000000000e+00
7.003133571605740570e+00,2.448841533169091120e-03,8.859661957985721925e-02,0.000000000000000000e+00
8.003482736047553558e+00,2.447249554609644100e-03,8.853977230281054323e-02,0.000000000000000000e+00
9.003831900489364770e+00,2.445658059130184549e-03,8.848294090512662247e-02,0.000000000000000000e+00
1.000418106493117776e+01,2.444067046837728862e-03,8.842612539182556630e-02,0.000000000000000000e+00
1.100453022937299075e+01,2.442476517839335497e-03,8.836932576792903837e-02,0.000000000000000000e+00
1.200487939381480196e+01,2.440886472242100643e-03,8.831254203846013173e-02,0.000000000000000000e+00
1.300522855825661495e+01,2.439296910153168196e-03,8.825577420844372967e-02,0.000000000000000000e+00
1.400557772269842793e+01,2.437707831679718912e-03,8.819902228290611712e-02,0.000000000000000000e+00
1.500592688714023915e+01,2.436119236928975182e-03,8.814228626687511947e-02,0.000000000000000000e+00
1.600627605158205213e+01,2.434531126008230954e-03,8.808556616538122663e-02,0.000000000000000000e+00
1.700662521602386335e+01,2.432943499024791019e-03,8.802886198345537261e-02,0.000000000000000000e+00
1.800697438046567811e+01,2.431356356086016111e-03,8.797217372613058695e-02,0.000000000000000000e+00
1.900732354490748932e+01,2.429769697299314669e-03,8.791550139844159228e-02,0.000000000000000000e+00
2.000767270934930053e+01,2.428183522772135033e-03,8.785884500542476272e-02,0.000000000000000000e+00
2.100802187379111174e+01,2.426597832611968042e-03,8.780220455211794339e-02,0.000000000000000000e+00
