# sloughing=False,sloughing_time=nan
time_s,h_total_m,h_crit_m,alpha_water_wall
0.000000000000000000e+00,2.409999999999999816e-03,4.375344950965370794e-02,0.000000000000000000e+00
5.512671971416660890e-04,2.409999685946134437e-03,4.375344417698212585e-02,0.000000000000000000e+00
1.001101230009265652e+00,2.409429703722547507e-03,4.374376568831808004e-02,0.000000000000000000e+00
2.001651192821389369e+00,2.408859772558716392e-03,4.373408781993442379e-02,0.000000000000000000e+00
3.002201155633513530e+00,2.408289892458998719e-03,4.372441057196204545e-02,0.000000000000000000e+00
4.002751118445637246e+00,2.407720063427757750e-03,4.371473394453191663e-02,0.000000000000000000e+00
5.003301081257761851e+00,2.407150285469350677e-03,4.370505793777491876e-02,0.000000000000000000e+00
6.003851044069885567e+00,2.406580558588148136e-03,4.369538255182217612e-02,0.000000000000000000e+00
7.004401006882009284e+00,2.406010882788511222e-03,4.368570778680464645e-02,0.000000000000000000e+00
8.004950969694133889e+00,2.405441258074805366e-03,4.367603364285334994e-02,0.000000000000000000e+00
9.005500932506256717e+00,2.404871684451396433e-03,4.366636012009935536e-02,0.000000000000000000e+00
1.000605089531838132e+01,2.404302161922653325e-03,4.365668721867377311e-02,0.000000000000000000e+00
1.100660085813050593e+01,2.403732690492941040e-03,4.364701493870764420e-02,0.000000000000000000e+00
1.200715082094262876e+01,2.403163270166631948e-03,4.363734328033216231e-02,0.000000000000000000e+00
1.300770078375475336e+01,2.402593900948092782e-03,4.362767224367842395e-02,0.000000000000000000e+00
1.400825074656687619e+01,2.402024582841701551e-03,4.361800182887769217e-02,0.000000000000000000e+00
1.500880070937900079e+01,2.401455315851825853e-03,4.360833203606109820e-02,0.000000000000000000e+00
1.600935067219112540e+01,2.400886099982837193e-03,4.359866286535985652e-02,0.000000000000000000e+00
1.700990063500324823e+01,2.400316935239115747e-03,4.358899431690527876e-02,0.000000000000000000e+00
1.801045059781537105e+01,2.399747821625037355e-03,4.357932639082867654e-02,0.000000000000000000e+00
1.901100056062749744e+01,2.399178759144975689e-03,4.356965908726126435e-02,0.000000000000000000e+00
2.001155052343962026e+01,2.398609747803309190e-03,4.355999240633439545e-02,0.000000000000000000e+00
2.101210048625174309e+01,2.398040787604416735e-03,4.355032634817942311e-02,0.000000000000000000e+00
2.201265044906386947e+01,2.397471878552680236e-03,4.354066091292773527e-02,0.000000000000000000e+00
2.301320041187599230e+01,2.396903020652477265e-03,4.353099610071067133e-02,0.000000000000000000e+00
2.401375037468811513e+01,2.396334213908193640e-03,4.352133191165974413e-02,0.000000000000000000e+00
2.501430033750024151e+01,2.395765458324205198e-03,4.351166834590623755e-02,0.000000000000000000e+00
2.601485030031236434e+01,2.395196753904906863e-03,4.350200540358182405e-02,0.000000000000000000e+00
2.701540026312448717e+01,2.394628100654679244e-03,4.349234308481790545e-02,0.000000000000000000e+00
2.801595022593661355e+01,2.394059498577906855e-03,4.348268138974598768e-02,0.000000000000000000e+00
2.901650018874873638e+01,2.393490947678979415e-03,4.347302031849763909e-02,0.000000000000000000e+00
3.001705015156085921e+01,2.392922447962282304e-03,4.346335987120439337e-02,0.000000000000000000e+00
3.101760011437298559e+01,2.392353999432209576e-03,4.345370004799790215e-02,0.000000000000000000e+00
3.201815007718510486e+01,2.391785602093147479e-03,4.344404084900969215e-02,0.000000000000000000e+00
3.301870003999723480e+01,2.391217255949490070e-03,4.343438227437146359e-02,0.000000000000000000e+00
3.401925000280935762e+01,2.390648961005629233e-03,4.342472432421485423e-02,0.000000000000000000e+00
3.501979996562148045e+01,2.390080717265958589e-03,4.341506699867157121e-02,0.000000000000000000e+00
3.602034992843360328e+01,2.389512524734873061e-03,4.340541029787331473e-02,0.000000000000000000e+00
3.702089989124572611e+01,2.388944383416763233e-03,4.339575422195171561e-02,0.000000000000000000e+00
3.802144985405784894e+01,2.388376293316035737e-03,4.338609877103873080e-02,0.000000000000000000e+00
3.902199981686997887e+01,2.387808254437084627e-03,4.337644394526605357e-02,0.000000000000000000e+00
