# sloughing=True,sloughing_time=145.03940371108234
time_s,h_total_m,h_crit_m,alpha_water_wall
0.000000000000000000e+00,3.259999999999999877e-03,1.504156860449619090e-02,0.000000000000000000e+00
6.905257220512199144e-04,3.259998503849760153e-03,1.504156205169679059e-02,0.000000000000000000e+00
1.001262296974268828e+00,3.257830920938989752e-03,1.503206841470908564e-02,0.000000000000000000e+00
2.001834068226486352e+00,3.255664015235684803e-03,1.502257751510322273e-02,0.000000000000000000e+00
3.002405839478704319e+00,3.253497786892350484e-03,1.501308935375330993e-02,0.000000000000000000e+00
4.002977610730922287e+00,3.251332236061569170e-03,1.500360393153376062e-02,0.000000000000000000e+00
5.003549381983139810e+00,3.249167362895977879e-03,1.499412124931928658e-02,0.000000000000000000e+00
6.004121153235357333e+00,3.247003167548272607e-03,1.498464130798483548e-02,0.000000000000000000e+00
7.004692924487574857e+00,3.244839650171216141e-03,1.497516410840567767e-02,0.000000000000000000e+00
8.005264695739793268e+00,3.242676810917625909e-03,1.496568965145732809e-02,0.000000000000000000e+00
9.005836466992009903e+00,3.240514649940387862e-03,1.495621793801562086e-02,0.000000000000000000e+00
1.000640823824422831e+01,3.238353167392448231e-03,1.494674896895666939e-02,0.000000000000000000e+00
1.100698000949644495e+01,3.236192363426817868e-03,1.493728274515685774e-02,0.000000000000000000e+00
1.200755178074866336e+01,3.234032238196551425e-03,1.492781926749280584e-02,0.000000000000000000e+00
1.300812355200088000e+01,3.231872791854803733e-03,1.491835853684156041e-02,0.000000000000000000e+00
1.400869532325309841e+01,3.229714024554754780e-03,1.490890055408031038e-02,0.000000000000000000e+00
1.500926709450531682e+01,3.227555936449664781e-03,1.489944532008660033e-02,0.000000000000000000e+00
1.600983886575753345e+01,3.225398527692849900e-03,1.488999283573821421e-02,0.000000000000000000e+00
1.701041063700975187e+01,3.223241798437685279e-03,1.488054310191323608e-02,0.000000000000000000e+00
1.801098240826197028e+01,3.221085748837603738e-03,1.487109611949000328e-02,0.000000000000000000e+00
1.901155417951418514e+01,3.218930379046131343e-03,1.486165188934726253e-02,0.000000000000000000e+00
2.001212595076640355e+01,3.216775689216814973e-03,1.485221041236387679e-02,0.000000000000000000e+00
2.101269772201862196e+01,3.214621679503286075e-03,1.484277168941909239e-02,0.000000000000000000e+00
2.201326949327084037e+01,3.212468350059229007e-03,1.483333572139238811e-02,0.000000000000000000e+00
2.301384126452305878e+01,3.210315701038388841e-03,1.482390250916352376e-02,0.000000000000000000e+00
2.401441303577527364e+01,3.208163732594570931e-03,1.481447205361255404e-02,0.000000000000000000e+00
2.501498480702749205e+01,3.206012444881669535e-03,1.480504435561990489e-02,0.000000000000000000e+00
2.601555657827971046e+01,3.203861838053602765e-03,1.479561941606613584e-02,0.000000000000000000e+00
2.701612834953192888e+01,3.201711912264374599e-03,1.478619723583219324e-02,0.000000000000000000e+00
2.801670012078414729e+01,3.199562667668031518e-03,1.477677781579922293e-02,0.000000000000000000e+00
2.901727189203636215e+01,3.197414104418701535e-03,1.476736115684873854e-02,0.000000000000000000e+00
3.001784366328858056e+01,3.195266222670560367e-03,1.475794725986246357e-02,0.000000000000000000e+00
3.101841543454079897e+01,3.193119022577847917e-03,1.474853612572242859e-02,0.000000000000000000e+00
3.201898720579301738e+01,3.190972504294871739e-03,1.473912775531097466e-02,0.000000000000000000e+00
3.301955897704523579e+01,3.188826667975991867e-03,1.472972214951066665e-02,0.000000000000000000e+00
3.402013074829745420e+01,3.186681513775643359e-03,1.472031930920442155e-02,0.000000000000000000e+00
3.502070251954967262e+01,3.184537041848305942e-03,1.471091923527536975e-02,0.000000000000000000e+00
3.602127429080188392e+01,3.182393252348549549e-03,1.470152192860703193e-02,0.000000000000000000e+00
3.702184606205410233e+01,3.180250145430947584e-03,1.469212739008297214e-02,0.000000000000000000e+00
3.802241783330632074e+01,3.178107721250190542e-03,1.468273562058727312e-02,0.000000000000000000e+00
3.902298960455853916e+01,3.175965979961014457e-03,1.467334662100421711e-02,0.000000000000000000e+00
4.002356137581075757e+01,3.173824921718209572e-03,1.466396039221835521e-02,0.000000000000000000e+00
4.102413314706297598e+01,3.171684546676629881e-03,1.465457693511451089e-02,0.000000000000000000e+00
4.202470491831519439e+01,3.169544854991186624e-03,1.464519625057778864e-02,0.000000000000000000e+00
4.302527668956741280e+01,3.167405846816870839e-03,1.463581833949363989e-02,0.000000000000000000e+00
4.402584846081963121e+01,3.165267522308720834e-03,1.462644320274773292e-02,0.000000000000000000e+00
4.502642023207184252e+01,3.163129881621834331e-03,1.461707084122602397e-02,0.000000000000000000e+00
4.602699200332406093e+01,3.160992924911380612e-03,1.460770125581476939e-02,0.000000000000000000e+00
