Time (HH:MM:SS) - Setpoint	Temperature (ºC) - Setpoint	Time (HH:MM:SS) - Sensor 1	Temperature (ºC) - Sensor 1	Time (HH:MM:SS) - Sensor 2	Temperature (ºC) - Sensor 2	Time (HH:MM:SS) - Power	          Power (%) - Power
14:28:55	-4	14:28:55	-1.31	14:28:55	-97.1	14:29:29	-10
14:28:56	-4	14:28:56	-1.29	14:28:56	-97.1	14:29:30	-10
14:28:57	-4	14:28:57	-1.27	14:28:57	-97.1	14:29:31	-10
14:28:58	-4	14:28:58	-1.24	14:28:58	-97.2	14:29:32	-10
14:28:59	-4	14:28:59	-1.22	14:28:59	-97.2	14:29:33	-10
14:29:00	-4	14:29:00	-1.2	14:29:00	-97.1	14:29:34	-10
14:29:01	-4	14:29:01	-1.18	14:29:01	-97.1	14:29:35	-10
14:29:02	-4	14:29:02	-1.16	14:29:02	-97.2	14:29:36	-10
14:29:03	-4	14:29:03	-1.14	14:29:03	-97.1	14:29:37	-10
14:29:04	-4	14:29:04	-1.11	14:29:04	-97.2	14:29:38	-10
14:29:05	-4	14:29:05	-1.09	14:29:05	-97.2	14:29:39	-10
14:29:06	-4	14:29:06	-1.07	14:29:06	-97.2	14:29:40	-10
14:29:07	-4	14:29:07	-1.05	14:29:07	-97.2	14:29:42	-10
14:29:08	-4	14:29:08	-1.03	14:29:08	-97.2	14:29:43	-10
14:29:09	-4	14:29:09	-1	14:29:09	-97.2	14:29:44	-10
14:29:10	-4	14:29:10	-0.98	14:29:10	-97.2	14:29:45	-10
14:29:11	-4	14:29:11	-0.96	14:29:11	-97.2	14:29:46	-10
14:29:12	-4	14:29:12	-0.93	14:29:12	-97.2	14:29:47	-10
14:29:13	-4	14:29:13	-0.91	14:29:13	-97.2	14:29:48	-10
14:29:14	-4	14:29:14	-0.89	14:29:14	-97.2	14:29:49	-10
14:29:15	-4	14:29:15	-0.87	14:29:15	-97.2	14:29:50	-10
14:29:16	-4	14:29:16	-0.85	14:29:16	-97.2	14:29:51	-10
14:29:17	-4	14:29:17	-0.82	14:29:17	-97.1	14:29:52	-10
14:29:18	-4	14:29:18	-0.8	14:29:18	-97.2	14:29:53	-10
14:29:19	-4	14:29:19	-0.77	14:29:19	-97.2	14:29:54	-10
14:29:20	-4	14:29:20	-0.75	14:29:20	-97.2	14:29:55	-10
14:29:21	-4	14:29:21	-0.73	14:29:21	-97.2	14:29:56	-10
14:29:22	-4	14:29:22	-0.71	14:29:22	-97.1	14:29:57	-10
14:29:23	-4	14:29:23	-0.68	14:29:23	-97.2	14:29:58	-10
14:29:24	-4	14:29:24	-0.66	14:29:24	-97.1	14:29:59	-10
14:29:25	-4	14:29:25	-0.64	14:29:25	-97.2	14:30:00	-10
14:29:26	-4	14:29:26	-0.61	14:29:26	-97.2	14:30:01	-10
14:29:27	-4	14:29:27	-0.59	14:29:27	-97.2	14:30:02	-10
14:29:28	-4	14:29:28	-0.57	14:29:28	-97.2	14:30:03	-10
14:29:29	-4	14:29:29	-0.54	14:29:29	-97.1	14:30:04	-10
14:29:30	-4	14:29:30	-0.52	14:29:30	-97.2	14:30:05	-10
14:29:31	-4	14:29:31	-0.49	14:29:31	-97.2	14:30:06	-10
14:29:32	-4	14:29:32	-0.47	14:29:32	-97.2	14:30:07	-10
14:29:33	-4	14:29:33	-0.45	14:29:33	-97.2	14:30:08	-10
14:29:34	-4	14:29:34	-0.43	14:29:34	-97.2	14:30:09	-10
14:29:35	-4	14:29:35	-0.4	14:29:35	-97.2	14:30:10	-10
14:29:36	-4	14:29:36	-0.38	14:29:36	-97.2	14:30:11	-10
14:29:37	-4	14:29:37	-0.36	14:29:37	-97.2	14:30:12	-10
14:29:38	-4	14:29:38	-0.33	14:29:38	-97.2	14:30:13	-10
14:29:39	-4	14:29:39	-0.31	14:29:39	-97.2	14:30:14	-10
14:29:40	-4	14:29:40	-0.29	14:29:40	-97.2	14:30:15	-10
14:29:42	-4	14:29:42	-0.27	14:29:42	-97.2	14:30:16	-10
14:29:43	-4	14:29:43	-0.24	14:29:43	-97.2	14:30:17	-10
14:29:44	-4	14:29:44	-0.22	14:29:44	-97.2	14:30:18	-10
14:29:45	-4	14:29:45	-0.2	14:29:45	-97.2	14:30:19	-10
14:29:46	-4	14:29:46	-0.17	14:29:46	-97.2	14:30:20	-10
14:29:47	-4	14:29:47	-0.15	14:29:47	-97.2	14:30:21	-10
14:29:48	-4	14:29:48	-0.13	14:29:48	-97.2	14:30:22	-10
14:29:49	-4	14:29:49	-0.11	14:29:49	-97.2	14:30:23	-10
14:29:50	-4	14:29:50	-0.09	14:29:50	-97.2	14:30:24	-10
14:29:51	-4	14:29:51	-0.06	14:29:51	-97.2	14:30:25	-10
14:29:52	-4	14:29:52	-0.04	14:29:52	-97.2	14:30:26	-10
14:29:53	-4	14:29:53	-0.02	14:29:53	-97.2	14:30:27	-10
14:29:54	-4	14:29:54	0	14:29:54	-97.2	14:30:28	-10
14:29:55	-4	14:29:55	0.03	14:29:55	-97.2	14:30:29	-10
14:29:56	-4	14:29:56	0.05	14:29:56	-97.2	14:30:30	-10
14:29:57	-4	14:29:57	0.07	14:29:57	-97.2	14:30:31	-10
14:29:58	-4	14:29:58	0.09	14:29:58	-97.2	14:30:32	-10
14:29:59	-4	14:29:59	0.12	14:29:59	-97.2	14:30:33	-10
14:30:00	-4	14:30:00	0.14	14:30:00	-97.2	14:30:34	-10
14:30:01	-4	14:30:01	0.16	14:30:01	-97.2	14:30:35	-10
14:30:02	-4	14:30:02	0.18	14:30:02	-97.2	14:30:36	-10
14:30:03	-4	14:30:03	0.21	14:30:03	-97.2	14:30:37	-10
14:30:04	-4	14:30:04	0.23	14:30:04	-97.2	14:30:38	-10
14:30:05	-4	14:30:05	0.25	14:30:05	-97.2	14:30:39	-10
14:30:06	-4	14:30:06	0.27	14:30:06	-97.2	14:30:40	-10
14:30:07	-4	14:30:07	0.3	14:30:07	-97.2	14:30:41	-10
14:30:08	-4	14:30:08	0.32	14:30:08	-97.2	14:30:42	-10
14:30:09	-4	14:30:09	0.34	14:30:09	-97.2	14:30:43	-10
14:30:10	-4	14:30:10	0.36	14:30:10	-97.2	14:30:44	-10
14:30:11	-4	14:30:11	0.39	14:30:11	-97.2	14:30:45	-10
14:30:12	-4	14:30:12	0.41	14:30:12	-97.2	14:30:46	-10
14:30:13	-4	14:30:13	0.43	14:30:13	-97.2	14:30:48	-10
14:30:14	-4	14:30:14	0.45	14:30:14	-97.2	14:30:49	-10
14:30:15	-4	14:30:15	0.48	14:30:15	-97.2	14:30:50	-10
14:30:16	-4	14:30:16	0.5	14:30:16	-97.2	14:30:51	-10
14:30:17	-4	14:30:17	0.53	14:30:17	-97.2	14:30:52	-10
14:30:18	-4	14:30:18	0.55	14:30:18	-97.2	14:30:53	-10
14:30:19	-4	14:30:19	0.57	14:30:19	-97.2	14:30:54	-10
14:30:20	-4	14:30:20	0.6	14:30:20	-97.2	14:30:55	-10
14:30:21	-4	14:30:21	0.62	14:30:21	-97.2	14:30:56	-10
14:30:22	-4	14:30:22	0.64	14:30:22	-97.2	14:30:57	-10
14:30:23	-4	14:30:23	0.66	14:30:23	-97.2	14:30:58	-10
14:30:24	-4	14:30:24	0.68	14:30:24	-97.2	14:30:59	-10
14:30:25	-4	14:30:25	0.71	14:30:25	-97.2	14:31:00	-10
14:30:26	-4	14:30:26	0.73	14:30:26	-97.2	14:31:01	-10
14:30:27	-4	14:30:27	0.75	14:30:27	-97.2	14:31:02	-10
14:30:28	-4	14:30:28	0.78	14:30:28	-97.2	14:31:03	-10
14:30:29	-4	14:30:29	0.8	14:30:29	-97.2	14:31:04	-10
14:30:30	-4	14:30:30	0.82	14:30:30	-97.2	14:31:05	-10
14:30:31	-4	14:30:31	0.84	14:30:31	-97.2	14:31:06	-10
14:30:32	-4	14:30:32	0.87	14:30:32	-97.1	14:31:07	-10
14:30:33	-4	14:30:33	0.89	14:30:33	-97.1	14:31:08	-10
14:30:34	-4	14:30:34	0.91	14:30:34	-97.2	14:31:09	-10
14:30:35	-4	14:30:35	0.93	14:30:35	-97.2	14:31:10	-10
14:30:36	-4	14:30:36	0.95	14:30:36	-97.2	14:31:11	-10
14:30:37	-4	14:30:37	0.98	14:30:37	-97.1	14:31:12	-10
14:30:38	-4	14:30:38	1	14:30:38	-97.1	14:31:13	-10
14:30:39	-4	14:30:39	1.02	14:30:39	-97.1	14:31:14	-10
14:30:40	-4	14:30:40	1.05	14:30:40	-97.1	14:31:15	-10
14:30:41	-4	14:30:41	1.07	14:30:41	-97.1	14:31:16	-10
14:30:42	-4	14:30:42	1.09	14:30:42	-97.1	14:31:17	-10
14:30:43	-4	14:30:43	1.11	14:30:43	-97.1	14:31:18	-10
14:30:44	-4	14:30:44	1.13	14:30:44	-97.1	14:31:19	-10
14:30:45	-4	14:30:45	1.15	14:30:45	-97.1	14:31:20	-10
14:30:46	-4	14:30:46	1.17	14:30:46	-97.1	14:31:21	-10
14:30:48	-4	14:30:48	1.19	14:30:48	-97.1	14:31:22	-10
14:30:49	-4	14:30:49	1.21	14:30:49	-97.1		
14:30:50	-4	14:30:50	1.23	14:30:50	-97.1		
14:30:51	-4	14:30:51	1.25	14:30:51	-97.1		
14:30:52	-4	14:30:52	1.27	14:30:52	-97.1		
14:30:53	-4	14:30:53	1.29	14:30:53	-97.1		
14:30:54	-4	14:30:54	1.31	14:30:54	-97.1		
14:30:55	-4	14:30:55	1.33	14:30:55	-97.1		
14:30:56	-4	14:30:56	1.35	14:30:56	-97.1		
14:30:57	-4	14:30:57	1.37	14:30:57	-97.1		
14:30:58	-4	14:30:58	1.39	14:30:58	-97.1		
14:30:59	-4	14:30:59	1.41	14:30:59	-97.1		
14:31:00	-4	14:31:00	1.43	14:31:00	-97.1		
14:31:01	-4	14:31:01	1.45	14:31:01	-97.1		
14:31:02	-4	14:31:02	1.47	14:31:02	-97.2		
14:31:03	-4	14:31:03	1.49	14:31:03	-97.1		
14:31:04	-4	14:31:04	1.51	14:31:04	-97.1		
14:31:05	-4	14:31:05	1.53	14:31:05	-97.1		
14:31:06	-4	14:31:06	1.55	14:31:06	-97.1		
14:31:07	-4	14:31:07	1.56	14:31:07	-97.2		
14:31:08	-4	14:31:08	1.58	14:31:08	-97.1		
14:31:09	-4	14:31:09	1.6	14:31:09	-97.1		
14:31:10	-4	14:31:10	1.62	14:31:10	-97.1		
14:31:11	-4	14:31:11	1.64	14:31:11	-97.2		
14:31:12	-4	14:31:12	1.66	14:31:12	-97.2		
14:31:13	-4	14:31:13	1.68	14:31:13	-97.2		
14:31:14	-4	14:31:14	1.7	14:31:14	-97.2		
14:31:15	-4	14:31:15	1.72	14:31:15	-97.2		
14:31:16	-4	14:31:16	1.74	14:31:16	-97.2		
14:31:17	-4	14:31:17	1.76	14:31:17	-97.2		
14:31:18	-4	14:31:18	1.78	14:31:18	-97.2		
14:31:19	-4	14:31:19	1.79	14:31:19	-97.2		
14:31:20	-4	14:31:20	1.81	14:31:20	-97.2		
14:31:21	-4	14:31:21	1.83	14:31:21	-97.2		
14:31:22	-4	14:31:22	1.85	14:31:22	-97.2		
