Time (HH:MM:SS) - Setpoint	Temperature (�C) - Setpoint	Time (HH:MM:SS) - Sensor 1	Temperature (�C) - Sensor 1	Time (HH:MM:SS) - Sensor 2	Temperature (�C) - Sensor 2	Time (HH:MM:SS) - Power	          Power (%) - Power
15:42:29	-4	15:42:29	-19.99	15:42:29	-97.1	15:43:06	95
15:42:30	-4	15:42:30	-20	15:42:30	-97.1	15:43:07	89
15:42:31	-4	15:42:31	-20	15:42:31	-97.1	15:43:08	82
15:42:32	-4	15:42:32	-19.99	15:42:32	-97.1	15:43:09	76
15:42:33	-4	15:42:33	-19.97	15:42:33	-97.1	15:43:10	69
15:42:34	-4	15:42:34	-19.92	15:42:34	-97.1	15:43:11	63
15:42:35	-4	15:42:35	-19.81	15:42:35	-97.1	15:43:12	56
15:42:36	-4	15:42:36	-19.67	15:42:36	-97.1	15:43:13	49
15:42:37	-4	15:42:37	-19.5	15:42:37	-97.1	15:43:14	43
15:42:38	-4	15:42:38	-19.27	15:42:38	-97.1	15:43:15	36
15:42:39	-4	15:42:39	-18.94	15:42:39	-97.2	15:43:16	30
15:42:40	-4	15:42:40	-18.6	15:42:40	-97.2	15:43:17	23
15:42:41	-4	15:42:41	-18.3	15:42:41	-97.1	15:43:18	17
15:42:42	-4	15:42:42	-18	15:42:42	-97.1	15:43:19	12
15:42:43	-4	15:42:43	-17.62	15:42:43	-97.2	15:43:20	7
15:42:44	-4	15:42:44	-17.29	15:42:44	-97.1	15:43:21	3
15:42:45	-4	15:42:45	-16.88	15:42:45	-97.1	15:43:22	-3
15:42:46	-4	15:42:46	-16.48	15:42:46	-97.1	15:43:23	-6
15:42:47	-4	15:42:47	-16.03	15:42:47	-97.2	15:43:24	-11
15:42:48	-4	15:42:48	-15.65	15:42:48	-97.1	15:43:25	-14
15:42:49	-4	15:42:49	-15.27	15:42:49	-97.1	15:43:26	-18
15:42:50	-4	15:42:50	-14.85	15:42:50	-97.1	15:43:27	-21
15:42:51	-4	15:42:51	-14.43	15:42:51	-97.2	15:43:28	-23
15:42:52	-4	15:42:52	-13.99	15:42:52	-97.2	15:43:29	-26
15:42:53	-4	15:42:53	-13.59	15:42:53	-97.2	15:43:30	-28
15:42:54	-4	15:42:54	-13.15	15:42:54	-97.2	15:43:31	-30
15:42:55	-4	15:42:55	-12.78	15:42:55	-97.2	15:43:32	-31
15:42:56	-4	15:42:56	-12.5	15:42:56	-97.1	15:43:33	-33
15:42:57	-4	15:42:57	-12.05	15:42:57	-97.1	15:43:34	-34
15:42:58	-4	15:42:58	-11.61	15:42:58	-97.2	15:43:35	-35
15:42:59	-4	15:42:59	-11.22	15:42:59	-97.1	15:43:36	-36
15:43:00	-4	15:43:00	-10.8	15:43:00	-97.2	15:43:37	-37
15:43:01	-4	15:43:01	-10.39	15:43:01	-97.2	15:43:38	-38
15:43:02	-4	15:43:02	-9.98	15:43:02	-97.2	15:43:39	-38
15:43:04	-4	15:43:04	-9.56	15:43:04	-97.2	15:43:40	-39
15:43:05	-4	15:43:05	-9.09	15:43:05	-97.2	15:43:41	-39
15:43:06	-4	15:43:06	-8.73	15:43:06	-97.2	15:43:43	-40
15:43:07	-4	15:43:07	-8.37	15:43:07	-97.2	15:43:44	-10
15:43:08	-4	15:43:08	-7.91	15:43:08	-97.2	15:43:45	-10
15:43:09	-4	15:43:09	-7.56	15:43:09	-97.2	15:43:46	-10
15:43:10	-4	15:43:10	-7.12	15:43:10	-97.2	15:43:47	-10
15:43:11	-4	15:43:11	-6.78	15:43:11	-97.2	15:43:48	-10
15:43:12	-4	15:43:12	-6.39	15:43:12	-97.2	15:43:49	-10
15:43:13	-4	15:43:13	-6.03	15:43:13	-97.2	15:43:50	-10
15:43:14	-4	15:43:14	-5.68	15:43:14	-97.2	15:43:51	-10
15:43:15	-4	15:43:15	-5.31	15:43:15	-97.2	15:43:52	-10
15:43:16	-4	15:43:16	-4.99	15:43:16	-97.2	15:43:53	-10
15:43:17	-4	15:43:17	-4.64	15:43:17	-97.2	15:43:54	-10
15:43:18	-4	15:43:18	-4.34	15:43:18	-97.2	15:43:55	-10
15:43:19	-4	15:43:19	-4.05	15:43:19	-97.2	15:43:56	-10
15:43:20	-4	15:43:20	-3.81	15:43:20	-97.2	15:43:57	-10
15:43:21	-4	15:43:21	-3.61	15:43:21	-97.2	15:43:58	-10
15:43:22	-4	15:43:22	-3.35	15:43:22	-97.2	15:43:59	-10
