Time (HH:MM:SS) - Setpoint	Temperature (ºC) - Setpoint	Time (HH:MM:SS) - Sensor 1	Temperature (ºC) - Sensor 1	Time (HH:MM:SS) - Sensor 2	Temperature (ºC) - Sensor 2	Time (HH:MM:SS) - Power	          Power (%) - Power
18:34:44	-4	18:34:44	0.24	18:34:44	-97.1	18:35:20	-10
18:34:45	-4	18:34:45	0.26	18:34:45	-97.2	18:35:21	-10
18:34:46	-4	18:34:46	0.29	18:34:46	-97.2	18:35:22	-10
18:34:47	-4	18:34:47	0.31	18:34:47	-97.1	18:35:23	-10
18:34:48	-4	18:34:48	0.34	18:34:48	-97.2	18:35:24	-10
18:34:49	-4	18:34:49	0.36	18:34:49	-97.2	18:35:25	-10
18:34:50	-4	18:34:50	0.38	18:34:50	-97.2	18:35:26	-10
18:34:52	-4	18:34:52	0.41	18:34:52	-97.2	18:35:27	-10
18:34:53	-4	18:34:53	0.43	18:34:53	-97.2	18:35:28	-10
18:34:54	-4	18:34:54	0.46	18:34:54	-97.2	18:35:29	-10
18:34:55	-4	18:34:55	0.48	18:34:55	-97.2	18:35:30	-10
18:34:56	-4	18:34:56	0.5	18:34:56	-97.2	18:35:31	-10
18:34:57	-4	18:34:57	0.52	18:34:57	-97.2	18:35:32	-10
18:34:58	-4	18:34:58	0.55	18:34:58	-97.2	18:35:33	-10
18:34:59	-4	18:34:59	0.57	18:34:59	-97.2	18:35:34	-10
18:35:00	-4	18:35:00	0.59	18:35:00	-97.2	18:35:35	-10
18:35:01	-4	18:35:01	0.62	18:35:01	-97.2	18:35:36	-10
18:35:02	-4	18:35:02	0.64	18:35:02	-97	18:35:37	-10
18:35:03	-4	18:35:03	0.67	18:35:03	-97	18:35:38	-10
18:35:04	-4	18:35:04	0.69	18:35:04	-97	18:35:39	-10
18:35:05	-4	18:35:05	0.71	18:35:05	-97.1	18:35:41	-10
18:35:06	-4	18:35:06	0.74	18:35:06	-97.1	18:35:42	-10
18:35:07	-4	18:35:07	0.76	18:35:07	-97.1	18:35:43	-10
18:35:08	-4	18:35:08	0.78	18:35:08	-97	18:35:44	-10
18:35:09	-4	18:35:09	0.8	18:35:09	-97.1	18:35:45	-10
18:35:10	-4	18:35:10	0.83	18:35:10	-97.1	18:35:46	-10
18:35:11	-4	18:35:11	0.85	18:35:11	-97.1	18:35:47	-10
18:35:12	-4	18:35:12	0.87	18:35:12	-97	18:35:48	-10
18:35:13	-4	18:35:13	0.89	18:35:13	-97.1	18:35:49	-10
18:35:14	-4	18:35:14	0.91	18:35:14	-97.1	18:35:50	-10
18:35:15	-4	18:35:15	0.93	18:35:15	-97.1	18:35:51	-10
18:35:16	-4	18:35:16	0.95	18:35:16	-97	18:35:52	-10
18:35:17	-4	18:35:17	0.98	18:35:17	-97.1	18:35:53	-10
18:35:18	-4	18:35:18	1	18:35:18	-97	18:35:54	-10
18:35:19	-4	18:35:19	1.02	18:35:19	-97.1	18:35:55	-10
18:35:20	-4	18:35:20	1.05	18:35:20	-97.1	18:35:56	-10
18:35:21	-4	18:35:21	1.07	18:35:21	-97.1		
18:35:22	-4	18:35:22	1.09	18:35:22	-97.1		
18:35:23	-4	18:35:23	1.11	18:35:23	-97.1		
18:35:24	-4	18:35:24	1.13	18:35:24	-97.1		
18:35:25	-4	18:35:25	1.15	18:35:25	-97.1		
18:35:26	-4	18:35:26	1.17	18:35:26	-97.1		
18:35:27	-4	18:35:27	1.19	18:35:27	-97.1		
18:35:28	-4	18:35:28	1.21	18:35:28	-97.1		
18:35:29	-4	18:35:29	1.23	18:35:29	-97.1		
18:35:30	-4	18:35:30	1.25	18:35:30	-97.1		
18:35:31	-4	18:35:31	1.27	18:35:31	-97.1		
18:35:32	-4	18:35:32	1.29	18:35:32	-97.1		
18:35:33	-4	18:35:33	1.31	18:35:33	-97.1		
18:35:34	-4	18:35:34	1.33	18:35:34	-97.1		
18:35:35	-4	18:35:35	1.35	18:35:35	-97.1		
18:35:36	-4	18:35:36	1.37	18:35:36	-97.1		
18:35:37	-4	18:35:37	1.39	18:35:37	-97.1		
18:35:38	-4	18:35:38	1.41	18:35:38	-97.2		
18:35:39	-4	18:35:39	1.43	18:35:39	-97.1		
18:35:41	-4	18:35:41	1.45	18:35:41	-97.2		
18:35:42	-4	18:35:42	1.47	18:35:42	-97.2		
18:35:43	-4	18:35:43	1.48	18:35:43	-97.2		
18:35:44	-4	18:35:44	1.5	18:35:44	-97.2		
18:35:45	-4	18:35:45	1.52	18:35:45	-97.2		
18:35:46	-4	18:35:46	1.54	18:35:46	-97.2		
18:35:47	-4	18:35:47	1.56	18:35:47	-97.2		
18:35:48	-4	18:35:48	1.58	18:35:48	-97.2		
18:35:49	-4	18:35:49	1.6	18:35:49	-97.2		
18:35:50	-4	18:35:50	1.62	18:35:50	-97.2		
18:35:51	-4	18:35:51	1.64	18:35:51	-97.2		
18:35:52	-4	18:35:52	1.66	18:35:52	-97.2		
18:35:53	-4	18:35:53	1.68	18:35:53	-97.2		
18:35:54	-4	18:35:54	1.7	18:35:54	-97.2		
18:35:55	-4	18:35:55	1.72	18:35:55	-97.2		
18:35:56	-4	18:35:56	1.74	18:35:56	-97.2		
