Time (HH:MM:SS) - Setpoint	Temperature (�C) - Setpoint	Time (HH:MM:SS) - Sensor 1	Temperature (�C) - Sensor 1	Time (HH:MM:SS) - Sensor 2	Temperature (�C) - Sensor 2	Time (HH:MM:SS) - Power	          Power (%) - Power
15:01:50	-4	15:01:50	-11.13	15:01:50	-97.2	15:02:26	-10
15:01:51	-4	15:01:51	-10.75	15:01:51	-97.2	15:02:27	-10
15:01:52	-4	15:01:52	-10.34	15:01:52	-97.2	15:02:28	-10
15:01:53	-4	15:01:53	-9.99	15:01:53	-97.2	15:02:29	-10
15:01:54	-4	15:01:54	-9.58	15:01:54	-97.2	15:02:30	-10
15:01:55	-4	15:01:55	-9.17	15:01:55	-97.1	15:02:31	-10
15:01:56	-4	15:01:56	-8.78	15:01:56	-97.2	15:02:32	-10
15:01:57	-4	15:01:57	-8.38	15:01:57	-97.2	15:02:33	-10
15:01:58	-4	15:01:58	-8.03	15:01:58	-97.1	15:02:34	-10
15:01:59	-4	15:01:59	-7.63	15:01:59	-97.2	15:02:35	-10
15:02:00	-4	15:02:00	-7.28	15:02:00	-97.1	15:02:36	-10
15:02:01	-4	15:02:01	-6.85	15:02:01	-97.2	15:02:37	-10
15:02:02	-4	15:02:02	-6.51	15:02:02	-97.1	15:02:38	-10
15:02:03	-4	15:02:03	-6.16	15:02:03	-97.1	15:02:40	-10
15:02:04	-4	15:02:04	-5.79	15:02:04	-97.1	15:02:41	-10
15:02:05	-4	15:02:05	-5.42	15:02:05	-97.1	15:02:42	-10
15:02:06	-4	15:02:06	-5.06	15:02:06	-97.1	15:02:43	-10
15:02:07	-4	15:02:07	-4.78	15:02:07	-97.1	15:02:44	-10
15:02:08	-4	15:02:08	-4.46	15:02:08	-97.1	15:02:45	-10
15:02:09	-4	15:02:09	-4.17	15:02:09	-97.1	15:02:46	-10
15:02:10	-4	15:02:10	-3.89	15:02:10	-97.2	15:02:47	-10
15:02:11	-4	15:02:11	-3.64	15:02:11	-97.1	15:02:48	-10
15:02:12	-4	15:02:12	-3.42	15:02:12	-97.1	15:02:49	-10
15:02:13	-4	15:02:13	-3.2	15:02:13	-97.2	15:02:50	-10
15:02:14	-4	15:02:14	-3.02	15:02:14	-97.1	15:02:51	-10
15:02:15	-4	15:02:15	-2.84	15:02:15	-97.1	15:02:52	-10
15:02:16	-4	15:02:16	-2.71	15:02:16	-97.1	15:02:53	-10
15:02:17	-4	15:02:17	-2.57	15:02:17	-97.1	15:02:54	-10
15:02:18	-4	15:02:18	-2.47	15:02:18	-97.1	15:02:55	-10
15:02:19	-4	15:02:19	-2.36	15:02:19	-97.2	15:02:56	-10
15:02:20	-4	15:02:20	-2.28	15:02:20	-97.1	15:02:57	-10
15:02:21	-4	15:02:21	-2.22	15:02:21	-97.1	15:02:58	-10
15:02:22	-4	15:02:22	-2.16	15:02:22	-97.1	15:02:59	-10
15:02:23	-4	15:02:23	-2.12	15:02:23	-97.1	15:03:00	-10
15:02:24	-4	15:02:24	-2.09	15:02:24	-97.1	15:03:01	-10
15:02:25	-4	15:02:25	-2.06	15:02:25	-97.2	15:03:02	-10
15:02:26	-4	15:02:26	-2.04	15:02:26	-97.2	15:03:03	-10
15:02:27	-4	15:02:27	-2.03	15:02:27	-97.2	15:03:04	-10
15:02:28	-4	15:02:28	-2.02	15:02:28	-97.2	15:03:05	-10
15:02:29	-4	15:02:29	-2.02	15:02:29	-97.2	15:03:06	-10
15:02:30	-4	15:02:30	-2.02	15:02:30	-97.2	15:03:07	-10
15:02:31	-4	15:02:31	-2.02	15:02:31	-97.2	15:03:08	-10
15:02:32	-4	15:02:32	-2.02	15:02:32	-97.2	15:03:09	-10
15:02:33	-4	15:02:33	-2.03	15:02:33	-97.2	15:03:10	-10
15:02:34	-4	15:02:34	-2.02	15:02:34	-97.2	15:03:11	-10
15:02:35	-4	15:02:35	-2.02	15:02:35	-97.2	15:03:12	-10
15:02:36	-4	15:02:36	-2.01	15:02:36	-97.2	15:03:13	-10
15:02:37	-4	15:02:37	-2	15:02:37	-97.2	15:03:14	-10
15:02:38	-4	15:02:38	-2	15:02:38	-97.2	15:03:15	-10
15:02:40	-4	15:02:40	-1.99	15:02:40	-97.2	15:03:16	-10
15:02:41	-4	15:02:41	-1.98	15:02:41	-97.2	15:03:17	-10
15:02:42	-4	15:02:42	-1.97	15:02:42	-97.2	15:03:18	-10
15:02:43	-4	15:02:43	-1.96	15:02:43	-97.2	15:03:19	-10
15:02:44	-4	15:02:44	-1.95	15:02:44	-97.2	15:03:20	-10
15:02:45	-4	15:02:45	-1.93	15:02:45	-97.2	15:03:21	-10
15:02:46	-4	15:02:46	-1.92	15:02:46	-97.2	15:03:22	-10
15:02:47	-4	15:02:47	-1.92	15:02:47	-97.2	15:03:23	-10
15:02:48	-4	15:02:48	-1.9	15:02:48	-97.2	15:03:24	-10
15:02:49	-4	15:02:49	-1.89	15:02:49	-97.2	15:03:25	-10
15:02:50	-4	15:02:50	-1.88	15:02:50	-97.2	15:03:26	-10
15:02:51	-4	15:02:51	-1.87	15:02:51	-97.2	15:03:27	-10
15:02:52	-4	15:02:52	-1.85	15:02:52	-97.2	15:03:28	-10
15:02:53	-4	15:02:53	-1.84	15:02:53	-97.2	15:03:29	-10
15:02:54	-4	15:02:54	-1.82	15:02:54	-97.2	15:03:30	-10
15:02:55	-4	15:02:55	-1.81	15:02:55	-97.2	15:03:31	-10
15:02:56	-4	15:02:56	-1.8	15:02:56	-97.2	15:03:32	-10
15:02:57	-4	15:02:57	-1.79	15:02:57	-97.2	15:03:33	-10
15:02:58	-4	15:02:58	-1.77	15:02:58	-97.2	15:03:34	-10
15:02:59	-4	15:02:59	-1.76	15:02:59	-97.2	15:03:35	-10
15:03:00	-4	15:03:00	-1.75	15:03:00	-97.2	15:03:36	-10
15:03:01	-4	15:03:01	-1.73	15:03:01	-97.2	15:03:37	-10
15:03:02	-4	15:03:02	-1.72	15:03:02	-97.2	15:03:38	-10
15:03:03	-4	15:03:03	-1.71	15:03:03	-97.2	15:03:39	-10
15:03:04	-4	15:03:04	-1.7	15:03:04	-97.2	15:03:40	-10
15:03:05	-4	15:03:05	-1.67	15:03:05	-97.1	15:03:41	-10
15:03:06	-4	15:03:06	-1.66	15:03:06	-97.1	15:03:42	-10
15:03:07	-4	15:03:07	-1.66	15:03:07	-97.2	15:03:43	-10
15:03:08	-4	15:03:08	-1.64	15:03:08	-97.1	15:03:44	-10
15:03:09	-4	15:03:09	-1.62	15:03:09	-97.1	15:03:45	-10
15:03:10	-4	15:03:10	-1.61	15:03:10	-97.1	15:03:46	-10
15:03:11	-4	15:03:11	-1.6	15:03:11	-97.1	15:03:47	-10
15:03:12	-4	15:03:12	-1.58	15:03:12	-97.1	15:03:49	-10
15:03:13	-4	15:03:13	-1.57	15:03:13	-97.1	15:03:50	-10
15:03:14	-4	15:03:14	-1.55	15:03:14	-97.1	15:03:51	-10
15:03:15	-4	15:03:15	-1.54	15:03:15	-97.1	15:03:52	-10
15:03:16	-4	15:03:16	-1.52	15:03:16	-97.1	15:03:53	-10
15:03:17	-4	15:03:17	-1.51	15:03:17	-97.1	15:03:54	-10
15:03:18	-4	15:03:18	-1.5	15:03:18	-97.1	15:03:55	-10
15:03:19	-4	15:03:19	-1.48	15:03:19	-97.1	15:03:56	-10
15:03:20	-4	15:03:20	-1.47	15:03:20	-97.1	15:03:57	-10
15:03:21	-4	15:03:21	-1.45	15:03:21	-97.1	15:03:58	-10
15:03:22	-4	15:03:22	-1.44	15:03:22	-97.1	15:03:59	-10
15:03:23	-4	15:03:23	-1.43	15:03:23	-97.1	15:04:00	-10
15:03:24	-4	15:03:24	-1.41	15:03:24	-97.1	15:04:01	-10
15:03:25	-4	15:03:25	-1.4	15:03:25	-97.1	15:04:02	-10
15:03:26	-4	15:03:26	-1.39	15:03:26	-97.1	15:04:03	-10
15:03:27	-4	15:03:27	-1.37	15:03:27	-97.1	15:04:04	-10
15:03:28	-4	15:03:28	-1.36	15:03:28	-97.1	15:04:05	-10
15:03:29	-4	15:03:29	-1.34	15:03:29	-97.1	15:04:06	-10
15:03:30	-4	15:03:30	-1.33	15:03:30	-97.1	15:04:07	-10
15:03:31	-4	15:03:31	-1.31	15:03:31	-97.1	15:04:08	-10
15:03:32	-4	15:03:32	-1.3	15:03:32	-97.1	15:04:09	-10
15:03:33	-4	15:03:33	-1.29	15:03:33	-97.1	15:04:10	-10
15:03:34	-4	15:03:34	-1.27	15:03:34	-97.1	15:04:11	-10
15:03:35	-4	15:03:35	-1.26	15:03:35	-97.1	15:04:12	-10
15:03:36	-4	15:03:36	-1.24	15:03:36	-97.1	15:04:13	-10
15:03:37	-4	15:03:37	-1.23	15:03:37	-97.1	15:04:14	-10
15:03:38	-4	15:03:38	-1.21	15:03:38	-97.1	15:04:15	-10
15:03:39	-4	15:03:39	-1.2	15:03:39	-97.1	15:04:16	-10
15:03:40	-4	15:03:40	-1.19	15:03:40	-97.1	15:04:17	-10
15:03:41	-4	15:03:41	-1.17	15:03:41	-97.1	15:04:18	-10
15:03:42	-4	15:03:42	-1.16	15:03:42	-97.1	15:04:19	-10
15:03:43	-4	15:03:43	-1.14	15:03:43	-97.1	15:04:20	-10
15:03:44	-4	15:03:44	-1.13	15:03:44	-97.1	15:04:21	-10
15:03:45	-4	15:03:45	-1.11	15:03:45	-97.1	15:04:22	-10
15:03:46	-4	15:03:46	-1.1	15:03:46	-97.2	15:04:23	-10
15:03:47	-4	15:03:47	-1.08	15:03:47	-97.1	15:04:24	-10
15:03:49	-4	15:03:49	-1.07	15:03:49	-97.1	15:04:25	-10
15:03:50	-4	15:03:50	-1.05	15:03:50	-97.2	15:04:26	-10
15:03:51	-4	15:03:51	-1.04	15:03:51	-97.2	15:04:27	-10
15:03:52	-4	15:03:52	-1.02	15:03:52	-97.2	15:04:28	-10
15:03:53	-4	15:03:53	-1.01	15:03:53	-97.1	15:04:29	-10
15:03:54	-4	15:03:54	-0.99	15:03:54	-97.1	15:04:30	-10
15:03:55	-4	15:03:55	-0.98	15:03:55	-97.2	15:04:31	-10
15:03:56	-4	15:03:56	-0.96	15:03:56	-97.2	15:04:32	-10
15:03:57	-4	15:03:57	-0.95	15:03:57	-97.2	15:04:33	-10
15:03:58	-4	15:03:58	-0.93	15:03:58	-97.2	15:04:34	-10
15:03:59	-4	15:03:59	-0.92	15:03:59	-97.2	15:04:35	-10
15:04:00	-4	15:04:00	-0.91	15:04:00	-97.1	15:04:36	-10
15:04:01	-4	15:04:01	-0.89	15:04:01	-97.1	15:04:37	-10
15:04:02	-4	15:04:02	-0.88	15:04:02	-97.1	15:04:38	-10
15:04:03	-4	15:04:03	-0.86	15:04:03	-97.1	15:04:39	-10
15:04:04	-4	15:04:04	-0.85	15:04:04	-97.1	15:04:40	-10
15:04:05	-4	15:04:05	-0.83	15:04:05	-97.1	15:04:41	-10
15:04:06	-4	15:04:06	-0.82	15:04:06	-97.2	15:04:42	-10
15:04:07	-4	15:04:07	-0.8	15:04:07	-97.2	15:04:43	-10
15:04:08	-4	15:04:08	-0.79	15:04:08	-97.2	15:04:44	-10
15:04:09	-4	15:04:09	-0.77	15:04:09	-97.2	15:04:45	-10
15:04:10	-4	15:04:10	-0.76	15:04:10	-97.2	15:04:46	-10
15:04:11	-4	15:04:11	-0.75	15:04:11	-97.2	15:04:47	-10
15:04:12	-4	15:04:12	-0.73	15:04:12	-97.2	15:04:48	-10
15:04:13	-4	15:04:13	-0.72	15:04:13	-97.2	15:04:49	-10
15:04:14	-4	15:04:14	-0.7	15:04:14	-97.2	15:04:50	-10
15:04:15	-4	15:04:15	-0.69	15:04:15	-97.2	15:04:51	-10
15:04:16	-4	15:04:16	-0.67	15:04:16	-97.2	15:04:52	-10
15:04:17	-4	15:04:17	-0.66	15:04:17	-97.2	15:04:53	-10
15:04:18	-4	15:04:18	-0.64	15:04:18	-97.2	15:04:54	-10
15:04:19	-4	15:04:19	-0.63	15:04:19	-97.2	15:04:55	-10
15:04:20	-4	15:04:20	-0.61	15:04:20	-97.2	15:04:56	-10
15:04:21	-4	15:04:21	-0.6	15:04:21	-97.2	15:04:57	-10
15:04:22	-4	15:04:22	-0.58	15:04:22	-97.2	15:04:58	-10
15:04:23	-4	15:04:23	-0.57	15:04:23	-97.2	15:04:59	-10
15:04:24	-4	15:04:24	-0.55	15:04:24	-97.2	15:05:00	-10
15:04:25	-4	15:04:25	-0.54	15:04:25	-97.2	15:05:01	-10
15:04:26	-4	15:04:26	-0.52	15:04:26	-97.2	15:05:02	-10
15:04:27	-4	15:04:27	-0.51	15:04:27	-97.2	15:05:03	-10
15:04:28	-4	15:04:28	-0.5	15:04:28	-97.2	15:05:04	-10
15:04:29	-4	15:04:29	-0.48	15:04:29	-97.2	15:05:05	-10
15:04:30	-4	15:04:30	-0.47	15:04:30	-97.2	15:05:06	-10
15:04:31	-4	15:04:31	-0.45	15:04:31	-97.2	15:05:07	-10
15:04:32	-4	15:04:32	-0.44	15:04:32	-97.2	15:05:08	-10
15:04:33	-4	15:04:33	-0.42	15:04:33	-97.2	15:05:09	-10
15:04:34	-4	15:04:34	-0.41	15:04:34	-97.2	15:05:10	-10
15:04:35	-4	15:04:35	-0.39	15:04:35	-97.2	15:05:12	-10
15:04:36	-4	15:04:36	-0.38	15:04:36	-97.2	15:05:13	-10
15:04:37	-4	15:04:37	-0.37	15:04:37	-97.2	15:05:14	-10
15:04:38	-4	15:04:38	-0.35	15:04:38	-97.2	15:05:15	-10
15:04:39	-4	15:04:39	-0.34	15:04:39	-97.1	15:05:16	-10
15:04:40	-4	15:04:40	-0.32	15:04:40	-97.2	15:05:17	-10
15:04:41	-4	15:04:41	-0.31	15:04:41	-97.2	15:05:18	-10
15:04:42	-4	15:04:42	-0.29	15:04:42	-97.2	15:05:19	-10
15:04:43	-4	15:04:43	-0.28	15:04:43	-97.2	15:05:20	-10
15:04:44	-4	15:04:44	-0.27	15:04:44	-97.2	15:05:21	-10
15:04:45	-4	15:04:45	-0.25	15:04:45	-97.2	15:05:22	-10
15:04:46	-4	15:04:46	-0.24	15:04:46	-97.2	15:05:23	-10
15:04:47	-4	15:04:47	-0.22	15:04:47	-97.2	15:05:24	-10
15:04:48	-4	15:04:48	-0.21	15:04:48	-97.2	15:05:25	-10
15:04:49	-4	15:04:49	-0.2	15:04:49	-97.2	15:05:26	-10
15:04:50	-4	15:04:50	-0.19	15:04:50	-97.2	15:05:27	-10
15:04:51	-4	15:04:51	-0.17	15:04:51	-97.2	15:05:28	-10
15:04:52	-4	15:04:52	-0.16	15:04:52	-97.2	15:05:29	-10
15:04:53	-4	15:04:53	-0.14	15:04:53	-97.2	15:05:30	-10
15:04:54	-4	15:04:54	-0.13	15:04:54	-97.2	15:05:31	-10
15:04:55	-4	15:04:55	-0.12	15:04:55	-97.2	15:05:32	-10
15:04:56	-4	15:04:56	-0.1	15:04:56	-97.2	15:05:33	-10
15:04:57	-4	15:04:57	-0.09	15:04:57	-97.2	15:05:34	-10
15:04:58	-4	15:04:58	-0.08	15:04:58	-97.2	15:05:35	-10
15:04:59	-4	15:04:59	-0.06	15:04:59	-97.2	15:05:36	-10
15:05:00	-4	15:05:00	-0.05	15:05:00	-97.2	15:05:37	-10
15:05:01	-4	15:05:01	-0.04	15:05:01	-97.2	15:05:38	-10
15:05:02	-4	15:05:02	-0.02	15:05:02	-97.2	15:05:39	-10
15:05:03	-4	15:05:03	-0.01	15:05:03	-97.2	15:05:40	-10
15:05:04	-4	15:05:04	0.01	15:05:04	-97.2	15:05:41	-10
15:05:05	-4	15:05:05	0.02	15:05:05	-97.2	15:05:42	-10
15:05:06	-4	15:05:06	0.04	15:05:06	-97.2	15:05:43	-10
15:05:07	-4	15:05:07	0.05	15:05:07	-97.2	15:05:44	-10
15:05:08	-4	15:05:08	0.07	15:05:08	-97.2	15:05:45	-10
15:05:09	-4	15:05:09	0.08	15:05:09	-97.2	15:05:46	-10
15:05:10	-4	15:05:10	0.09	15:05:10	-97.2	15:05:47	-10
15:05:12	-4	15:05:12	0.11	15:05:12	-97.2	15:05:48	-10
15:05:13	-4	15:05:13	0.12	15:05:13	-97.1	15:05:49	-10
15:05:14	-4	15:05:14	0.13	15:05:14	-97.2	15:05:50	-10
15:05:15	-4	15:05:15	0.15	15:05:15	-97.2	15:05:51	-10
15:05:16	-4	15:05:16	0.16	15:05:16	-97.2	15:05:52	-10
15:05:17	-4	15:05:17	0.17	15:05:17	-97.2	15:05:53	-10
15:05:18	-4	15:05:18	0.19	15:05:18	-97.2	15:05:54	-10
15:05:19	-4	15:05:19	0.2	15:05:19	-97.2	15:05:55	-10
15:05:20	-4	15:05:20	0.21	15:05:20	-97.2	15:05:56	-10
15:05:21	-4	15:05:21	0.23	15:05:21	-97.2	15:05:57	-10
15:05:22	-4	15:05:22	0.24	15:05:22	-97.2	15:05:58	-10
15:05:23	-4	15:05:23	0.25	15:05:23	-97.2	15:05:59	-10
15:05:24	-4	15:05:24	0.27	15:05:24	-97.2	15:06:00	-10
15:05:25	-4	15:05:25	0.28	15:05:25	-97.2	15:06:01	-10
15:05:26	-4	15:05:26	0.29	15:05:26	-97.2	15:06:02	-10
15:05:27	-4	15:05:27	0.31	15:05:27	-97.2	15:06:03	-10
15:05:28	-4	15:05:28	0.32	15:05:28	-97.2	15:06:04	-10
15:05:29	-4	15:05:29	0.33	15:05:29	-97.2	15:06:05	-10
15:05:30	-4	15:05:30	0.34	15:05:30	-97.2	15:06:06	-10
15:05:31	-4	15:05:31	0.36	15:05:31	-97.2	15:06:07	-10
15:05:32	-4	15:05:32	0.37	15:05:32	-97.2	15:06:08	-10
15:05:33	-4	15:05:33	0.38	15:05:33	-97.2	15:06:09	-10
15:05:34	-4	15:05:34	0.39	15:05:34	-97.2	15:06:10	-10
15:05:35	-4	15:05:35	0.41	15:05:35	-97.2	15:06:11	-10
15:05:36	-4	15:05:36	0.42	15:05:36	-97.2	15:06:12	-10
15:05:37	-4	15:05:37	0.43	15:05:37	-97.2	15:06:13	-10
15:05:38	-4	15:05:38	0.45	15:05:38	-97.2	15:06:14	-10
15:05:39	-4	15:05:39	0.46	15:05:39	-97.2	15:06:15	-10
15:05:40	-4	15:05:40	0.47	15:05:40	-97.2	15:06:16	-10
15:05:41	-4	15:05:41	0.49	15:05:41	-97.2	15:06:17	-10
15:05:42	-4	15:05:42	0.5	15:05:42	-97.2	15:06:18	-10
15:05:43	-4	15:05:43	0.51	15:05:43	-97.2	15:06:19	-10
15:05:44	-4	15:05:44	0.52	15:05:44	-97.2	15:06:20	-10
15:05:45	-4	15:05:45	0.54	15:05:45	-97.2	15:06:21	-10
15:05:46	-4	15:05:46	0.55	15:05:46	-97.2	15:06:22	-10
15:05:47	-4	15:05:47	0.56	15:05:47	-97.2	15:06:23	-10
15:05:48	-4	15:05:48	0.58	15:05:48	-97.1	15:06:24	-10
15:05:49	-4	15:05:49	0.59	15:05:49	-97.1	15:06:25	-10
15:05:50	-4	15:05:50	0.61	15:05:50	-97.1	15:06:26	-10
15:05:51	-4	15:05:51	0.62	15:05:51	-97.1	15:06:27	-10
15:05:52	-4	15:05:52	0.63	15:05:52	-97.1	15:06:28	-10
15:05:53	-4	15:05:53	0.64	15:05:53	-97.1	15:06:29	-10
15:05:54	-4	15:05:54	0.65	15:05:54	-97.2	15:06:30	-10
15:05:55	-4	15:05:55	0.66	15:05:55	-97.2	15:06:31	-10
15:05:56	-4	15:05:56	0.67	15:05:56	-97.2	15:06:32	-10
15:05:57	-4	15:05:57	0.69	15:05:57	-97.1	15:06:33	-10
15:05:58	-4	15:05:58	0.7	15:05:58	-97.2	15:06:34	-10
15:05:59	-4	15:05:59	0.71	15:05:59	-97.1	15:06:35	-10
15:06:00	-4	15:06:00	0.73	15:06:00	-97.1	15:06:36	-10
15:06:01	-4	15:06:01	0.74	15:06:01	-97.1	15:06:37	-10
15:06:02	-4	15:06:02	0.76	15:06:02	-97.2	15:06:38	-10
15:06:03	-4	15:06:03	0.77	15:06:03	-97.2	15:06:39	-10
15:06:04	-4	15:06:04	0.78	15:06:04	-97.2	15:06:40	-10
15:06:05	-4	15:06:05	0.79	15:06:05	-97.2	15:06:41	-10
15:06:06	-4	15:06:06	0.81	15:06:06	-97.2		
15:06:07	-4	15:06:07	0.82	15:06:07	-97.2		
15:06:08	-4	15:06:08	0.83	15:06:08	-97.2		
15:06:09	-4	15:06:09	0.84	15:06:09	-97.2		
15:06:10	-4	15:06:10	0.86	15:06:10	-97.2		
15:06:11	-4	15:06:11	0.87	15:06:11	-97.2		
15:06:12	-4	15:06:12	0.88	15:06:12	-97.2		
15:06:13	-4	15:06:13	0.89	15:06:13	-97.2		
15:06:14	-4	15:06:14	0.91	15:06:14	-97.2		
15:06:15	-4	15:06:15	0.92	15:06:15	-97.2		
15:06:16	-4	15:06:16	0.93	15:06:16	-97.2		
15:06:17	-4	15:06:17	0.94	15:06:17	-97.2		
15:06:18	-4	15:06:18	0.96	15:06:18	-97.2		
15:06:19	-4	15:06:19	0.97	15:06:19	-97.2		
15:06:20	-4	15:06:20	0.98	15:06:20	-97.2		
15:06:21	-4	15:06:21	0.99	15:06:21	-97.2		
15:06:22	-4	15:06:22	1.01	15:06:22	-97.2		
15:06:23	-4	15:06:23	1.02	15:06:23	-97.2		
15:06:24	-4	15:06:24	1.03	15:06:24	-97.2		
15:06:25	-4	15:06:25	1.04	15:06:25	-97.2		
15:06:26	-4	15:06:26	1.06	15:06:26	-97.2		
15:06:27	-4	15:06:27	1.07	15:06:27	-97.2		
15:06:28	-4	15:06:28	1.08	15:06:28	-97.1		
15:06:29	-4	15:06:29	1.09	15:06:29	-97.2		
15:06:30	-4	15:06:30	1.1	15:06:30	-97.2		
15:06:31	-4	15:06:31	1.12	15:06:31	-97.2		
15:06:32	-4	15:06:32	1.13	15:06:32	-97.2		
15:06:33	-4	15:06:33	1.14	15:06:33	-97.2		
15:06:34	-4	15:06:34	1.15	15:06:34	-97.2		
15:06:35	-4	15:06:35	1.17	15:06:35	-97.2		
15:06:36	-4	15:06:36	1.18	15:06:36	-97.2		
15:06:37	-4	15:06:37	1.19	15:06:37	-97.2		
15:06:38	-4	15:06:38	1.2	15:06:38	-97.2		
15:06:39	-4	15:06:39	1.21	15:06:39	-97.2		
15:06:40	-4	15:06:40	1.22	15:06:40	-97.2		
15:06:41	-4	15:06:41	1.24	15:06:41	-97.2		
