Time (HH:MM:SS) - Setpoint	Temperature (�C) - Setpoint	Time (HH:MM:SS) - Sensor 1	Temperature (�C) - Sensor 1	Time (HH:MM:SS) - Sensor 2	Temperature (�C) - Sensor 2	Time (HH:MM:SS) - Power	          Power (%) - Power
16:17:46	-4	16:17:46	-1.91	16:17:46	-97.2	16:19:24	-10
16:17:47	-4	16:17:47	-1.9	16:17:47	-97.2	16:19:25	-10
16:17:48	-4	16:17:48	-1.88	16:17:48	-97.2	16:19:27	-10
16:17:49	-4	16:17:49	-1.87	16:17:49	-97.1	16:19:28	-10
16:17:50	-4	16:17:50	-1.86	16:17:50	-97.2	16:19:29	-10
16:17:51	-4	16:17:51	-1.85	16:17:51	-97.2	16:19:30	-10
16:17:52	-4	16:17:52	-1.84	16:17:52	-97.2	16:19:31	-10
16:17:53	-4	16:17:53	-1.82	16:17:53	-97.2	16:19:32	-10
16:17:54	-4	16:17:54	-1.82	16:17:54	-97.2	16:19:33	-10
16:17:55	-4	16:17:55	-1.8	16:17:55	-97.2	16:19:34	-10
16:17:56	-4	16:17:56	-1.79	16:17:56	-97.2	16:19:35	-10
16:17:57	-4	16:17:57	-1.78	16:17:57	-97.2	16:19:36	-10
16:17:58	-4	16:17:58	-1.77	16:17:58	-97.2	16:19:37	-10
16:17:59	-4	16:17:59	-1.76	16:17:59	-97.2	16:19:38	-10
16:18:00	-4	16:18:00	-1.75	16:18:00	-97.2	16:19:39	-10
16:18:01	-4	16:18:01	-1.73	16:18:01	-97.2	16:19:40	-10
16:18:02	-4	16:18:02	-1.72	16:18:02	-97.2	16:19:41	-10
16:18:03	-4	16:18:03	-1.71	16:18:03	-97.2	16:19:42	-10
16:18:04	-4	16:18:04	-1.7	16:18:04	-97.2	16:19:43	-10
16:18:05	-4	16:18:05	-1.69	16:18:05	-97.2	16:19:44	-10
16:18:06	-4	16:18:06	-1.67	16:18:06	-97.2	16:19:45	-10
16:18:07	-4	16:18:07	-1.66	16:18:07	-97.2	16:19:46	-10
16:18:08	-4	16:18:08	-1.65	16:18:08	-97.2	16:19:47	-10
16:18:09	-4	16:18:09	-1.64	16:18:09	-97.2	16:19:48	-10
16:18:10	-4	16:18:10	-1.63	16:18:10	-97.2	16:19:49	-10
16:18:11	-4	16:18:11	-1.61	16:18:11	-97.2	16:19:50	-10
16:18:12	-4	16:18:12	-1.6	16:18:12	-97.2	16:19:51	-10
16:18:13	-4	16:18:13	-1.59	16:18:13	-97.2	16:19:52	-10
16:18:14	-4	16:18:14	-1.58	16:18:14	-97.2	16:19:53	-10
16:18:15	-4	16:18:15	-1.56	16:18:15	-97.2	16:19:54	-10
16:18:16	-4	16:18:16	-1.55	16:18:16	-97.2	16:19:55	-10
16:18:17	-4	16:18:17	-1.54	16:18:17	-97.1	16:19:56	-10
16:18:18	-4	16:18:18	-1.52	16:18:18	-97.2	16:19:57	-10
16:18:19	-4	16:18:19	-1.52	16:18:19	-97.2	16:19:58	-10
16:18:20	-4	16:18:20	-1.5	16:18:20	-97.2	16:19:59	-10
16:18:21	-4	16:18:21	-1.49	16:18:21	-97.2	16:20:00	-10
16:18:22	-4	16:18:22	-1.47	16:18:22	-97.2	16:20:01	-10
16:18:23	-4	16:18:23	-1.46	16:18:23	-97.2	16:20:02	-10
16:18:24	-4	16:18:24	-1.44	16:18:24	-97.2	16:20:03	-10
16:18:25	-4	16:18:25	-1.43	16:18:25	-97.2	16:20:04	-10
16:18:26	-4	16:18:26	-1.42	16:18:26	-97.2	16:20:05	-10
16:18:27	-4	16:18:27	-1.41	16:18:27	-97.2	16:20:06	-10
16:18:28	-4	16:18:28	-1.39	16:18:28	-97.2	16:20:07	-10
16:18:29	-4	16:18:29	-1.38	16:18:29	-97.2	16:20:08	-10
16:18:30	-4	16:18:30	-1.36	16:18:30	-97.2	16:20:09	-10
16:18:31	-4	16:18:31	-1.35	16:18:31	-97.2	16:20:10	-10
16:18:32	-4	16:18:32	-1.34	16:18:32	-97.2	16:20:11	-10
16:18:33	-4	16:18:33	-1.32	16:18:33	-97.2	16:20:12	-10
16:18:34	-4	16:18:34	-1.31	16:18:34	-97.2	16:20:13	-10
16:18:35	-4	16:18:35	-1.29	16:18:35	-97.2	16:20:14	-10
16:18:36	-4	16:18:36	-1.28	16:18:36	-97.2	16:20:15	-10
16:18:37	-4	16:18:37	-1.27	16:18:37	-97.2	16:20:16	-10
16:18:38	-4	16:18:38	-1.25	16:18:38	-97.2	16:20:17	-10
16:18:39	-4	16:18:39	-1.24	16:18:39	-97.2	16:20:18	-10
16:18:40	-4	16:18:40	-1.22	16:18:40	-97.2	16:20:19	-10
16:18:41	-4	16:18:41	-1.21	16:18:41	-97.2	16:20:20	-10
16:18:42	-4	16:18:42	-1.19	16:18:42	-97.2	16:20:21	-10
16:18:43	-4	16:18:43	-1.18	16:18:43	-97.2	16:20:22	-10
16:18:44	-4	16:18:44	-1.16	16:18:44	-97.2	16:20:23	-10
16:18:45	-4	16:18:45	-1.15	16:18:45	-97.2	16:20:24	-10
16:18:47	-4	16:18:47	-1.13	16:18:47	-97.1	16:20:25	-10
16:18:48	-4	16:18:48	-1.11	16:18:48	-97.1	16:20:26	-10
16:18:49	-4	16:18:49	-1.11	16:18:49	-97.2	16:20:27	-10
16:18:50	-4	16:18:50	-1.09	16:18:50	-97.2	16:20:28	-10
16:18:51	-4	16:18:51	-1.08	16:18:51	-97.2	16:20:29	-10
16:18:52	-4	16:18:52	-1.06	16:18:52	-97.2	16:20:30	-10
16:18:53	-4	16:18:53	-1.05	16:18:53	-97.2	16:20:31	-10
16:18:54	-4	16:18:54	-1.03	16:18:54	-97.2	16:20:32	-10
16:18:55	-4	16:18:55	-1.02	16:18:55	-97.1	16:20:33	-10
16:18:56	-4	16:18:56	-1	16:18:56	-97.1	16:20:34	-10
16:18:57	-4	16:18:57	-0.98	16:18:57	-97.1	16:20:35	-10
16:18:58	-4	16:18:58	-0.97	16:18:58	-97.1	16:20:36	-10
16:18:59	-4	16:18:59	-0.96	16:18:59	-97.1	16:20:37	-10
16:19:00	-4	16:19:00	-0.94	16:19:00	-97.1	16:20:38	-10
16:19:01	-4	16:19:01	-0.93	16:19:01	-97.1	16:20:39	-10
16:19:02	-4	16:19:02	-0.91	16:19:02	-97.2	16:20:40	-10
16:19:03	-4	16:19:03	-0.9	16:19:03	-97.2	16:20:41	-10
16:19:04	-4	16:19:04	-0.88	16:19:04	-97.2	16:20:42	-10
16:19:05	-4	16:19:05	-0.87	16:19:05	-97.2	16:20:43	-10
16:19:06	-4	16:19:06	-0.85	16:19:06	-97.1	16:20:44	-10
16:19:07	-4	16:19:07	-0.84	16:19:07	-97.2	16:20:45	-10
16:19:08	-4	16:19:08	-0.82	16:19:08	-97.2	16:20:46	-10
16:19:09	-4	16:19:09	-0.81	16:19:09	-97.2	16:20:47	-10
16:19:10	-4	16:19:10	-0.79	16:19:10	-97.2	16:20:49	-10
16:19:11	-4	16:19:11	-0.78	16:19:11	-97.2	16:20:50	-10
16:19:12	-4	16:19:12	-0.77	16:19:12	-97.2	16:20:51	-10
16:19:13	-4	16:19:13	-0.75	16:19:13	-97.2	16:20:52	-10
16:19:14	-4	16:19:14	-0.73	16:19:14	-97.2	16:20:53	-10
16:19:15	-4	16:19:15	-0.72	16:19:15	-97.2	16:20:54	-10
16:19:16	-4	16:19:16	-0.71	16:19:16	-97.2	16:20:55	-10
16:19:17	-4	16:19:17	-0.69	16:19:17	-97.2	16:20:56	-10
16:19:18	-4	16:19:18	-0.68	16:19:18	-97.2	16:20:57	-10
16:19:19	-4	16:19:19	-0.66	16:19:19	-97.2	16:20:58	-10
16:19:20	-4	16:19:20	-0.65	16:19:20	-97.2	16:20:59	-10
16:19:21	-4	16:19:21	-0.63	16:19:21	-97.1	16:21:00	-10
16:19:22	-4	16:19:22	-0.62	16:19:22	-97.2	16:21:01	-10
16:19:23	-4	16:19:23	-0.6	16:19:23	-97.2	16:21:02	-10
16:19:24	-4	16:19:24	-0.59	16:19:24	-97.2	16:21:03	-10
16:19:25	-4	16:19:25	-0.57	16:19:25	-97.2	16:21:04	-10
16:19:27	-4	16:19:27	-0.56	16:19:27	-97.2	16:21:05	-10
16:19:28	-4	16:19:28	-0.55	16:19:28	-97.2	16:21:06	-10
16:19:29	-4	16:19:29	-0.53	16:19:29	-97.2	16:21:07	-10
16:19:30	-4	16:19:30	-0.52	16:19:30	-97.2	16:21:08	-10
16:19:31	-4	16:19:31	-0.5	16:19:31	-97.2	16:21:09	-10
16:19:32	-4	16:19:32	-0.49	16:19:32	-97.2	16:21:10	-10
16:19:33	-4	16:19:33	-0.47	16:19:33	-97.2	16:21:11	-10
16:19:34	-4	16:19:34	-0.46	16:19:34	-97.2	16:21:12	-10
16:19:35	-4	16:19:35	-0.44	16:19:35	-97.2	16:21:13	-10
16:19:36	-4	16:19:36	-0.43	16:19:36	-97.2	16:21:14	-10
16:19:37	-4	16:19:37	-0.41	16:19:37	-97.2	16:21:15	-10
16:19:38	-4	16:19:38	-0.39	16:19:38	-97.2	16:21:16	-10
16:19:39	-4	16:19:39	-0.38	16:19:39	-97.2	16:21:17	-10
16:19:40	-4	16:19:40	-0.37	16:19:40	-97.2	16:21:18	-10
16:19:41	-4	16:19:41	-0.35	16:19:41	-97.2	16:21:19	-10
16:19:42	-4	16:19:42	-0.34	16:19:42	-97.2	16:21:20	-10
16:19:43	-4	16:19:43	-0.33	16:19:43	-97.2	16:21:21	-10
16:19:44	-4	16:19:44	-0.31	16:19:44	-97.2	16:21:22	-10
16:19:45	-4	16:19:45	-0.3	16:19:45	-97.2	16:21:23	-10
16:19:46	-4	16:19:46	-0.29	16:19:46	-97.2	16:21:24	-10
16:19:47	-4	16:19:47	-0.27	16:19:47	-97.2	16:21:25	-10
16:19:48	-4	16:19:48	-0.26	16:19:48	-97.2	16:21:26	-10
16:19:49	-4	16:19:49	-0.24	16:19:49	-97.2	16:21:27	-10
16:19:50	-4	16:19:50	-0.23	16:19:50	-97.2	16:21:28	-10
16:19:51	-4	16:19:51	-0.22	16:19:51	-97.2	16:21:29	-10
16:19:52	-4	16:19:52	-0.2	16:19:52	-97.2	16:21:30	-10
16:19:53	-4	16:19:53	-0.19	16:19:53	-97.2	16:21:31	-10
16:19:54	-4	16:19:54	-0.17	16:19:54	-97.2	16:21:32	-10
16:19:55	-4	16:19:55	-0.16	16:19:55	-97.2	16:21:33	-10
16:19:56	-4	16:19:56	-0.15	16:19:56	-97.2	16:21:34	-10
16:19:57	-4	16:19:57	-0.13	16:19:57	-97.2	16:21:35	-10
16:19:58	-4	16:19:58	-0.12	16:19:58	-97.2	16:21:36	-10
16:19:59	-4	16:19:59	-0.1	16:19:59	-97.2	16:21:37	-10
16:20:00	-4	16:20:00	-0.09	16:20:00	-97.2	16:21:38	-10
16:20:01	-4	16:20:01	-0.08	16:20:01	-97.2	16:21:39	-10
16:20:02	-4	16:20:02	-0.06	16:20:02	-97.2	16:21:40	-10
16:20:03	-4	16:20:03	-0.05	16:20:03	-97.2		
16:20:04	-4	16:20:04	-0.04	16:20:04	-97.2		
16:20:05	-4	16:20:05	-0.02	16:20:05	-97.2		
16:20:06	-4	16:20:06	-0.01	16:20:06	-97.2		
16:20:07	-4	16:20:07	0.01	16:20:07	-97.2		
16:20:08	-4	16:20:08	0.02	16:20:08	-97.2		
16:20:09	-4	16:20:09	0.04	16:20:09	-97.2		
16:20:10	-4	16:20:10	0.05	16:20:10	-97.2		
16:20:11	-4	16:20:11	0.06	16:20:11	-97.2		
16:20:12	-4	16:20:12	0.08	16:20:12	-97.2		
16:20:13	-4	16:20:13	0.09	16:20:13	-97.2		
16:20:14	-4	16:20:14	0.1	16:20:14	-97.2		
16:20:15	-4	16:20:15	0.12	16:20:15	-97.2		
16:20:16	-4	16:20:16	0.13	16:20:16	-97.2		
16:20:17	-4	16:20:17	0.14	16:20:17	-97.2		
16:20:18	-4	16:20:18	0.16	16:20:18	-97.2		
16:20:19	-4	16:20:19	0.17	16:20:19	-97.2		
16:20:20	-4	16:20:20	0.18	16:20:20	-97.2		
16:20:21	-4	16:20:21	0.2	16:20:21	-97.2		
16:20:22	-4	16:20:22	0.21	16:20:22	-97.2		
16:20:23	-4	16:20:23	0.23	16:20:23	-97.2		
16:20:24	-4	16:20:24	0.24	16:20:24	-97.2		
16:20:25	-4	16:20:25	0.25	16:20:25	-97.2		
16:20:26	-4	16:20:26	0.27	16:20:26	-97.2		
16:20:27	-4	16:20:27	0.28	16:20:27	-97.2		
16:20:28	-4	16:20:28	0.3	16:20:28	-97.1		
16:20:29	-4	16:20:29	0.32	16:20:29	-97.1		
16:20:30	-4	16:20:30	0.33	16:20:30	-97.1		
16:20:31	-4	16:20:31	0.34	16:20:31	-97.1		
16:20:32	-4	16:20:32	0.36	16:20:32	-97.1		
16:20:33	-4	16:20:33	0.37	16:20:33	-97.2		
16:20:34	-4	16:20:34	0.38	16:20:34	-97.2		
16:20:35	-4	16:20:35	0.4	16:20:35	-97.2		
16:20:36	-4	16:20:36	0.41	16:20:36	-97.2		
16:20:37	-4	16:20:37	0.42	16:20:37	-97.2		
16:20:38	-4	16:20:38	0.44	16:20:38	-97.2		
16:20:39	-4	16:20:39	0.45	16:20:39	-97.2		
16:20:40	-4	16:20:40	0.46	16:20:40	-97.1		
16:20:41	-4	16:20:41	0.48	16:20:41	-97.2		
16:20:42	-4	16:20:42	0.49	16:20:42	-97.2		
16:20:43	-4	16:20:43	0.5	16:20:43	-97.1		
16:20:44	-4	16:20:44	0.52	16:20:44	-97.2		
16:20:45	-4	16:20:45	0.53	16:20:45	-97.2		
16:20:46	-4	16:20:46	0.54	16:20:46	-97.2		
16:20:47	-4	16:20:47	0.55	16:20:47	-97.2		
16:20:49	-4	16:20:49	0.57	16:20:49	-97.2		
16:20:50	-4	16:20:50	0.58	16:20:50	-97.2		
16:20:51	-4	16:20:51	0.59	16:20:51	-97.2		
16:20:52	-4	16:20:52	0.61	16:20:52	-97.2		
16:20:53	-4	16:20:53	0.62	16:20:53	-97.2		
16:20:54	-4	16:20:54	0.63	16:20:54	-97.2		
16:20:55	-4	16:20:55	0.64	16:20:55	-97.2		
16:20:56	-4	16:20:56	0.66	16:20:56	-97.2		
16:20:57	-4	16:20:57	0.67	16:20:57	-97.2		
16:20:58	-4	16:20:58	0.68	16:20:58	-97.2		
16:20:59	-4	16:20:59	0.7	16:20:59	-97.2		
16:21:00	-4	16:21:00	0.71	16:21:00	-97.2		
16:21:01	-4	16:21:01	0.72	16:21:01	-97.2		
16:21:02	-4	16:21:02	0.73	16:21:02	-97.2		
16:21:03	-4	16:21:03	0.75	16:21:03	-97.2		
16:21:04	-4	16:21:04	0.76	16:21:04	-97.2		
16:21:05	-4	16:21:05	0.77	16:21:05	-97.2		
16:21:06	-4	16:21:06	0.79	16:21:06	-97.2		
16:21:07	-4	16:21:07	0.8	16:21:07	-97.2		
16:21:08	-4	16:21:08	0.81	16:21:08	-97.2		
16:21:09	-4	16:21:09	0.82	16:21:09	-97.2		
16:21:10	-4	16:21:10	0.83	16:21:10	-97.2		
16:21:11	-4	16:21:11	0.84	16:21:11	-97.2		
16:21:12	-4	16:21:12	0.86	16:21:12	-97.2		
16:21:13	-4	16:21:13	0.87	16:21:13	-97.2		
16:21:14	-4	16:21:14	0.89	16:21:14	-97.2		
16:21:15	-4	16:21:15	0.9	16:21:15	-97.2		
16:21:16	-4	16:21:16	0.91	16:21:16	-97.2		
16:21:17	-4	16:21:17	0.92	16:21:17	-97.2		
16:21:18	-4	16:21:18	0.93	16:21:18	-97.2		
16:21:19	-4	16:21:19	0.94	16:21:19	-97.2		
16:21:20	-4	16:21:20	0.96	16:21:20	-97.2		
16:21:21	-4	16:21:21	0.97	16:21:21	-97.2		
16:21:22	-4	16:21:22	0.98	16:21:22	-97.2		
16:21:23	-4	16:21:23	1	16:21:23	-97.2		
16:21:24	-4	16:21:24	1.01	16:21:24	-97.2		
16:21:25	-4	16:21:25	1.02	16:21:25	-97.2		
16:21:26	-4	16:21:26	1.04	16:21:26	-97.2		
16:21:27	-4	16:21:27	1.04	16:21:27	-97.2		
16:21:28	-4	16:21:28	1.06	16:21:28	-97.2		
16:21:29	-4	16:21:29	1.07	16:21:29	-97.2		
16:21:30	-4	16:21:30	1.08	16:21:30	-97.2		
16:21:31	-4	16:21:31	1.1	16:21:31	-97.2		
16:21:32	-4	16:21:32	1.11	16:21:32	-97.2		
16:21:33	-4	16:21:33	1.12	16:21:33	-97.2		
16:21:34	-4	16:21:34	1.13	16:21:34	-97.2		
16:21:35	-4	16:21:35	1.15	16:21:35	-97.1		
16:21:36	-4	16:21:36	1.15	16:21:36	-97.2		
16:21:37	-4	16:21:37	1.16	16:21:37	-97.2		
16:21:38	-4	16:21:38	1.18	16:21:38	-97.2		
16:21:39	-4	16:21:39	1.19	16:21:39	-97.2		
16:21:40	-4	16:21:40	1.2	16:21:40	-97.2		
