Time (HH:MM:SS) - Setpoint	Temperature (�C) - Setpoint	Time (HH:MM:SS) - Sensor 1	Temperature (�C) - Sensor 1	Time (HH:MM:SS) - Sensor 2	Temperature (�C) - Sensor 2	Time (HH:MM:SS) - Power	          Power (%) - Power
16:40:42	-4	16:40:42	-2.39	16:40:42	-97.2	16:41:18	-44
16:40:43	-4	16:40:43	-2.41	16:40:43	-97.1	16:41:19	-44
16:40:44	-4	16:40:44	-2.43	16:40:44	-97.1	16:41:20	-44
16:40:45	-4	16:40:45	-2.45	16:40:45	-97.1	16:41:21	-44
16:40:46	-4	16:40:46	-2.47	16:40:46	-97.2	16:41:22	-44
16:40:47	-4	16:40:47	-2.49	16:40:47	-97.1	16:41:23	-44
16:40:48	-4	16:40:48	-2.51	16:40:48	-97.1	16:41:24	-44
16:40:49	-4	16:40:49	-2.54	16:40:49	-97.1	16:41:25	-44
16:40:50	-4	16:40:50	-2.56	16:40:50	-97.2	16:41:26	-44
16:40:51	-4	16:40:51	-2.58	16:40:51	-97.1	16:41:27	-44
16:40:52	-4	16:40:52	-2.6	16:40:52	-97.1	16:41:28	-44
16:40:53	-4	16:40:53	-2.62	16:40:53	-97.2	16:41:29	-44
16:40:54	-4	16:40:54	-2.64	16:40:54	-97.1	16:41:30	-43
16:40:55	-4	16:40:55	-2.66	16:40:55	-97.1	16:41:31	-43
16:40:56	-4	16:40:56	-2.68	16:40:56	-97.1	16:41:32	-43
16:40:58	-4	16:40:58	-2.7	16:40:58	-97.1	16:41:33	-43
16:40:59	-4	16:40:59	-2.73	16:40:59	-97.2	16:41:34	-43
16:41:00	-4	16:41:00	-2.75	16:41:00	-97.2	16:41:35	-43
16:41:01	-4	16:41:01	-2.77	16:41:01	-97.2	16:41:36	-43
16:41:02	-4	16:41:02	-2.79	16:41:02	-97.1	16:41:37	-43
16:41:03	-4	16:41:03	-2.81	16:41:03	-97.2	16:41:38	-43
16:41:04	-4	16:41:04	-2.83	16:41:04	-97.2	16:41:39	-43
16:41:05	-4	16:41:05	-2.85	16:41:05	-97.2	16:41:40	-43
16:41:06	-4	16:41:06	-2.87	16:41:06	-97.2	16:41:41	-43
16:41:07	-4	16:41:07	-2.89	16:41:07	-97.2	16:41:42	-43
16:41:08	-4	16:41:08	-2.91	16:41:08	-97.2	16:41:43	-42
16:41:09	-4	16:41:09	-2.93	16:41:09	-97.2	16:41:44	-42
16:41:10	-4	16:41:10	-2.95	16:41:10	-97.2	16:41:45	-42
16:41:11	-4	16:41:11	-2.97	16:41:11	-97.2	16:41:46	-42
16:41:12	-4	16:41:12	-2.98	16:41:12	-97.1	16:41:47	-42
16:41:13	-4	16:41:13	-3	16:41:13	-97.2	16:41:48	-42
16:41:14	-4	16:41:14	-3.02	16:41:14	-97.2	16:41:49	-42
16:41:15	-4	16:41:15	-3.04	16:41:15	-97.1	16:41:50	-41
16:41:16	-4	16:41:16	-3.06	16:41:16	-97.2	16:41:51	-41
16:41:17	-4	16:41:17	-3.07	16:41:17	-97.2	16:41:52	-41
16:41:18	-4	16:41:18	-3.09	16:41:18	-97.2	16:41:53	-41
16:41:19	-4	16:41:19	-3.11	16:41:19	-97.2	16:41:54	-41
16:41:20	-4	16:41:20	-3.13	16:41:20	-97.2	16:41:55	-41
16:41:21	-4	16:41:21	-3.15	16:41:21	-97.2	16:41:56	-41
16:41:22	-4	16:41:22	-3.17	16:41:22	-97.2	16:41:57	-41
16:41:23	-4	16:41:23	-3.18	16:41:23	-97.2	16:41:58	-41
16:41:24	-4	16:41:24	-3.2	16:41:24	-97.2	16:41:59	-41
16:41:25	-4	16:41:25	-3.21	16:41:25	-97.2	16:42:00	-40
16:41:26	-4	16:41:26	-3.23	16:41:26	-97.2	16:42:01	-40
16:41:27	-4	16:41:27	-3.24	16:41:27	-97.1	16:42:02	-40
16:41:28	-4	16:41:28	-3.26	16:41:28	-97.2	16:42:03	-40
16:41:29	-4	16:41:29	-3.28	16:41:29	-97.2	16:42:04	-40
16:41:30	-4	16:41:30	-3.29	16:41:30	-97.2	16:42:05	-40
16:41:31	-4	16:41:31	-3.31	16:41:31	-97.2	16:42:06	-40
16:41:32	-4	16:41:32	-3.33	16:41:32	-97.2	16:42:07	-40
16:41:33	-4	16:41:33	-3.35	16:41:33	-97.2	16:42:08	-40
16:41:34	-4	16:41:34	-3.36	16:41:34	-97.2	16:42:09	-39
16:41:35	-4	16:41:35	-3.37	16:41:35	-97.2	16:42:10	-39
16:41:36	-4	16:41:36	-3.38	16:41:36	-97.2	16:42:11	-39
16:41:37	-4	16:41:37	-3.4	16:41:37	-97.2	16:42:12	-39
16:41:38	-4	16:41:38	-3.42	16:41:38	-97.2	16:42:13	-39
16:41:39	-4	16:41:39	-3.43	16:41:39	-97.2	16:42:14	-39
16:41:40	-4	16:41:40	-3.45	16:41:40	-97.2	16:42:15	-39
16:41:41	-4	16:41:41	-3.46	16:41:41	-97.2	16:42:16	-39
16:41:42	-4	16:41:42	-3.47	16:41:42	-97.2	16:42:17	-39
16:41:43	-4	16:41:43	-3.49	16:41:43	-97.2	16:42:18	-39
16:41:44	-4	16:41:44	-3.5	16:41:44	-97.2	16:42:19	-38
16:41:45	-4	16:41:45	-3.52	16:41:45	-97.2	16:42:20	-38
16:41:46	-4	16:41:46	-3.53	16:41:46	-97.2	16:42:21	-10
16:41:47	-4	16:41:47	-3.54	16:41:47	-97.2	16:42:22	-10
16:41:48	-4	16:41:48	-3.56	16:41:48	-97.2	16:42:23	-10
16:41:49	-4	16:41:49	-3.57	16:41:49	-97.2	16:42:24	-10
16:41:50	-4	16:41:50	-3.58	16:41:50	-97.2	16:42:25	-10
16:41:51	-4	16:41:51	-3.59	16:41:51	-97.2	16:42:26	-10
16:41:52	-4	16:41:52	-3.61	16:41:52	-97.2	16:42:27	-10
16:41:53	-4	16:41:53	-3.62	16:41:53	-97.2	16:42:28	-10
16:41:54	-4	16:41:54	-3.63	16:41:54	-97.2	16:42:29	-10
16:41:55	-4	16:41:55	-3.65	16:41:55	-97.2	16:42:30	-10
16:41:56	-4	16:41:56	-3.65	16:41:56	-97.2	16:42:31	-10
16:41:57	-4	16:41:57	-3.67	16:41:57	-97.2	16:42:32	-10
16:41:58	-4	16:41:58	-3.68	16:41:58	-97.2	16:42:34	-10
16:41:59	-4	16:41:59	-3.68	16:41:59	-97.2	16:42:35	-10
16:42:00	-4	16:42:00	-3.7	16:42:00	-97.2	16:42:36	-10
16:42:01	-4	16:42:01	-3.71	16:42:01	-97.2	16:42:37	-10
16:42:02	-4	16:42:02	-3.72	16:42:02	-97.2	16:42:38	-10
16:42:03	-4	16:42:03	-3.73	16:42:03	-97.2	16:42:39	-10
16:42:04	-4	16:42:04	-3.74	16:42:04	-97.2	16:42:40	-10
16:42:05	-4	16:42:05	-3.75	16:42:05	-97.2	16:42:41	-10
16:42:06	-4	16:42:06	-3.76	16:42:06	-97.2	16:42:42	-10
16:42:07	-4	16:42:07	-3.77	16:42:07	-97.2	16:42:43	-10
16:42:08	-4	16:42:08	-3.78	16:42:08	-97.2	16:42:44	-10
16:42:09	-4	16:42:09	-3.79	16:42:09	-97.2	16:42:45	-10
16:42:10	-4	16:42:10	-3.8	16:42:10	-97.2	16:42:46	-10
16:42:11	-4	16:42:11	-3.81	16:42:11	-97.2	16:42:47	-10
16:42:12	-4	16:42:12	-3.82	16:42:12	-97.2	16:42:48	-10
16:42:13	-4	16:42:13	-3.82	16:42:13	-97.2	16:42:49	-10
16:42:14	-4	16:42:14	-3.83	16:42:14	-97.2	16:42:50	-10
16:42:15	-4	16:42:15	-3.84	16:42:15	-97.2	16:42:51	-10
16:42:16	-4	16:42:16	-3.85	16:42:16	-97.2	16:42:52	-10
16:42:17	-4	16:42:17	-3.86	16:42:17	-97.2	16:42:53	-10
16:42:18	-4	16:42:18	-3.86	16:42:18	-97.2	16:42:54	-10
16:42:19	-4	16:42:19	-3.87	16:42:19	-97.2	16:42:55	-10
16:42:20	-4	16:42:20	-3.88	16:42:20	-97.2	16:42:56	-10
16:42:21	-4	16:42:21	-3.88	16:42:21	-97.2	16:42:57	-10
16:42:22	-4	16:42:22	-3.89	16:42:22	-97.2	16:42:58	-10
16:42:23	-4	16:42:23	-3.9	16:42:23	-97.2	16:42:59	-10
16:42:24	-4	16:42:24	-3.9	16:42:24	-97.2	16:43:00	-10
16:42:25	-4	16:42:25	-3.91	16:42:25	-97.2	16:43:01	-10
16:42:26	-4	16:42:26	-3.91	16:42:26	-97.2	16:43:02	-10
16:42:27	-4	16:42:27	-3.91	16:42:27	-97.2	16:43:03	-10
16:42:28	-4	16:42:28	-3.9	16:42:28	-97.2	16:43:04	-10
16:42:29	-4	16:42:29	-3.89	16:42:29	-97.2	16:43:05	-10
16:42:30	-4	16:42:30	-3.89	16:42:30	-97.2	16:43:06	-10
16:42:31	-4	16:42:31	-3.87	16:42:31	-97.2	16:43:07	-10
16:42:32	-4	16:42:32	-3.85	16:42:32	-97.2	16:43:08	-10
16:42:34	-4	16:42:34	-3.83	16:42:34	-97.2	16:43:09	-10
16:42:35	-4	16:42:35	-3.81	16:42:35	-97.2	16:43:10	-10
16:42:36	-4	16:42:36	-3.79	16:42:36	-97.2	16:43:11	-10
16:42:37	-4	16:42:37	-3.76	16:42:37	-97.2	16:43:12	-10
16:42:38	-4	16:42:38	-3.73	16:42:38	-97.2	16:43:13	-10
16:42:39	-4	16:42:39	-3.71	16:42:39	-97.2	16:43:14	-10
16:42:40	-4	16:42:40	-3.68	16:42:40	-97.2	16:43:15	-10
16:42:41	-4	16:42:41	-3.65	16:42:41	-97.1	16:43:16	-10
16:42:42	-4	16:42:42	-3.63	16:42:42	-97.2	16:43:17	-10
16:42:43	-4	16:42:43	-3.61	16:42:43	-97.2	16:43:18	-10
16:42:44	-4	16:42:44	-3.58	16:42:44	-97.2	16:43:19	-10
16:42:45	-4	16:42:45	-3.54	16:42:45	-97.1	16:43:20	-10
16:42:46	-4	16:42:46	-3.52	16:42:46	-97.1	16:43:21	-10
16:42:47	-4	16:42:47	-3.49	16:42:47	-97.1	16:43:22	-10
16:42:48	-4	16:42:48	-3.47	16:42:48	-97.2	16:43:23	-10
16:42:49	-4	16:42:49	-3.45	16:42:49	-97.2	16:43:24	-10
16:42:50	-4	16:42:50	-3.42	16:42:50	-97.1	16:43:25	-10
16:42:51	-4	16:42:51	-3.39	16:42:51	-97.1	16:43:26	-10
16:42:52	-4	16:42:52	-3.37	16:42:52	-97.1	16:43:27	-10
16:42:53	-4	16:42:53	-3.34	16:42:53	-97.1	16:43:28	-10
16:42:54	-4	16:42:54	-3.31	16:42:54	-97.1	16:43:29	-10
16:42:55	-4	16:42:55	-3.3	16:42:55	-97.2	16:43:30	-10
16:42:56	-4	16:42:56	-3.26	16:42:56	-97.1	16:43:31	-10
16:42:57	-4	16:42:57	-3.24	16:42:57	-97.1	16:43:32	-10
16:42:58	-4	16:42:58	-3.21	16:42:58	-97.1	16:43:33	-10
16:42:59	-4	16:42:59	-3.19	16:42:59	-97.1	16:43:34	-10
16:43:00	-4	16:43:00	-3.16	16:43:00	-97.1	16:43:35	-10
16:43:01	-4	16:43:01	-3.14	16:43:01	-97.1	16:43:36	-10
16:43:02	-4	16:43:02	-3.11	16:43:02	-97.1	16:43:37	-10
16:43:03	-4	16:43:03	-3.09	16:43:03	-97.2	16:43:38	-10
16:43:04	-4	16:43:04	-3.06	16:43:04	-97.2	16:43:39	-10
16:43:05	-4	16:43:05	-3.04	16:43:05	-97.2	16:43:40	-10
16:43:06	-4	16:43:06	-3.01	16:43:06	-97.1	16:43:41	-10
16:43:07	-4	16:43:07	-2.99	16:43:07	-97.2	16:43:42	-10
16:43:08	-4	16:43:08	-2.97	16:43:08	-97.1	16:43:43	-10
16:43:09	-4	16:43:09	-2.94	16:43:09	-97.2	16:43:44	-10
16:43:10	-4	16:43:10	-2.91	16:43:10	-97.2	16:43:45	-10
16:43:11	-4	16:43:11	-2.89	16:43:11	-97.1	16:43:46	-10
16:43:12	-4	16:43:12	-2.87	16:43:12	-97.2	16:43:47	-10
16:43:13	-4	16:43:13	-2.84	16:43:13	-97.2	16:43:48	-10
16:43:14	-4	16:43:14	-2.82	16:43:14	-97.2	16:43:49	-10
16:43:15	-4	16:43:15	-2.79	16:43:15	-97.2	16:43:50	-10
16:43:16	-4	16:43:16	-2.77	16:43:16	-97.2	16:43:52	-10
16:43:17	-4	16:43:17	-2.75	16:43:17	-97.2	16:43:53	-10
16:43:18	-4	16:43:18	-2.72	16:43:18	-97.2	16:43:54	-10
16:43:19	-4	16:43:19	-2.7	16:43:19	-97.2	16:43:55	-10
16:43:20	-4	16:43:20	-2.68	16:43:20	-97.2	16:43:56	-10
16:43:21	-4	16:43:21	-2.65	16:43:21	-97.1	16:43:57	-10
16:43:22	-4	16:43:22	-2.63	16:43:22	-97.2	16:43:58	-10
16:43:23	-4	16:43:23	-2.6	16:43:23	-97.2	16:43:59	-10
16:43:24	-4	16:43:24	-2.58	16:43:24	-97.2	16:44:00	-10
16:43:25	-4	16:43:25	-2.56	16:43:25	-97.2	16:44:01	-10
16:43:26	-4	16:43:26	-2.53	16:43:26	-97.2	16:44:02	-10
16:43:27	-4	16:43:27	-2.51	16:43:27	-97.2	16:44:03	-10
16:43:28	-4	16:43:28	-2.49	16:43:28	-97.2	16:44:04	-10
16:43:29	-4	16:43:29	-2.46	16:43:29	-97.2	16:44:05	-10
16:43:30	-4	16:43:30	-2.44	16:43:30	-97.2	16:44:06	-10
16:43:31	-4	16:43:31	-2.42	16:43:31	-97.2	16:44:07	-10
16:43:32	-4	16:43:32	-2.39	16:43:32	-97.1	16:44:08	-10
16:43:33	-4	16:43:33	-2.37	16:43:33	-97.2	16:44:09	-10
16:43:34	-4	16:43:34	-2.34	16:43:34	-97.2	16:44:10	-10
16:43:35	-4	16:43:35	-2.32	16:43:35	-97.2	16:44:11	-10
16:43:36	-4	16:43:36	-2.3	16:43:36	-97.2	16:44:12	-10
16:43:37	-4	16:43:37	-2.28	16:43:37	-97.2	16:44:13	-10
16:43:38	-4	16:43:38	-2.25	16:43:38	-97.2	16:44:14	-10
16:43:39	-4	16:43:39	-2.23	16:43:39	-97.2	16:44:15	-10
16:43:40	-4	16:43:40	-2.2	16:43:40	-97.2	16:44:16	-10
16:43:41	-4	16:43:41	-2.19	16:43:41	-97.2	16:44:17	-10
16:43:42	-4	16:43:42	-2.16	16:43:42	-97.2	16:44:18	-10
16:43:43	-4	16:43:43	-2.14	16:43:43	-97.2	16:44:19	-10
16:43:44	-4	16:43:44	-2.11	16:43:44	-97.2	16:44:20	-10
16:43:45	-4	16:43:45	-2.09	16:43:45	-97.2	16:44:21	-10
16:43:46	-4	16:43:46	-2.07	16:43:46	-97.2	16:44:22	-10
16:43:47	-4	16:43:47	-2.05	16:43:47	-97.2	16:44:23	-10
16:43:48	-4	16:43:48	-2.02	16:43:48	-97.2	16:44:24	-10
16:43:49	-4	16:43:49	-2	16:43:49	-97.2	16:44:25	-10
16:43:50	-4	16:43:50	-1.98	16:43:50	-97.2	16:44:26	-10
16:43:52	-4	16:43:52	-1.96	16:43:52	-97.2	16:44:27	-10
16:43:53	-4	16:43:53	-1.93	16:43:53	-97.2	16:44:28	-10
16:43:54	-4	16:43:54	-1.91	16:43:54	-97.2	16:44:29	-10
16:43:55	-4	16:43:55	-1.89	16:43:55	-97.2	16:44:30	-10
16:43:56	-4	16:43:56	-1.87	16:43:56	-97.2	16:44:31	-10
16:43:57	-4	16:43:57	-1.85	16:43:57	-97.2	16:44:32	-10
16:43:58	-4	16:43:58	-1.82	16:43:58	-97.2	16:44:33	-10
16:43:59	-4	16:43:59	-1.8	16:43:59	-97.2	16:44:34	-10
16:44:00	-4	16:44:00	-1.78	16:44:00	-97.2	16:44:35	-10
16:44:01	-4	16:44:01	-1.76	16:44:01	-97.2	16:44:36	-10
16:44:02	-4	16:44:02	-1.74	16:44:02	-97.2	16:44:37	-10
16:44:03	-4	16:44:03	-1.72	16:44:03	-97.2	16:44:38	-10
16:44:04	-4	16:44:04	-1.7	16:44:04	-97.2	16:44:39	-10
16:44:05	-4	16:44:05	-1.67	16:44:05	-97.2	16:44:40	-10
16:44:06	-4	16:44:06	-1.65	16:44:06	-97.2	16:44:41	-10
16:44:07	-4	16:44:07	-1.63	16:44:07	-97.2	16:44:42	-10
16:44:08	-4	16:44:08	-1.61	16:44:08	-97.2	16:44:43	-10
16:44:09	-4	16:44:09	-1.59	16:44:09	-97.2	16:44:44	-10
16:44:10	-4	16:44:10	-1.57	16:44:10	-97.2	16:44:45	-10
16:44:11	-4	16:44:11	-1.55	16:44:11	-97.2	16:44:46	-10
16:44:12	-4	16:44:12	-1.53	16:44:12	-97.2	16:44:47	-10
16:44:13	-4	16:44:13	-1.51	16:44:13	-97.2	16:44:48	-10
16:44:14	-4	16:44:14	-1.49	16:44:14	-97.2	16:44:49	-10
16:44:15	-4	16:44:15	-1.47	16:44:15	-97.2	16:44:50	-10
16:44:16	-4	16:44:16	-1.44	16:44:16	-97.2	16:44:51	-10
16:44:17	-4	16:44:17	-1.42	16:44:17	-97.2	16:44:52	-10
16:44:18	-4	16:44:18	-1.4	16:44:18	-97.2	16:44:53	-10
16:44:19	-4	16:44:19	-1.38	16:44:19	-97.2	16:44:54	-10
16:44:20	-4	16:44:20	-1.36	16:44:20	-97.2	16:44:55	-10
16:44:21	-4	16:44:21	-1.34	16:44:21	-97.2	16:44:56	-10
16:44:22	-4	16:44:22	-1.32	16:44:22	-97.2	16:44:57	-10
16:44:23	-4	16:44:23	-1.3	16:44:23	-97.2	16:44:58	-10
16:44:24	-4	16:44:24	-1.28	16:44:24	-97.2	16:44:59	-10
16:44:25	-4	16:44:25	-1.26	16:44:25	-97.2	16:45:00	-10
16:44:26	-4	16:44:26	-1.23	16:44:26	-97.2	16:45:01	-10
16:44:27	-4	16:44:27	-1.21	16:44:27	-97.2	16:45:02	-10
16:44:28	-4	16:44:28	-1.19	16:44:28	-97.2	16:45:03	-10
16:44:29	-4	16:44:29	-1.17	16:44:29	-97.2	16:45:04	-10
16:44:30	-4	16:44:30	-1.14	16:44:30	-97.1	16:45:05	-10
16:44:31	-4	16:44:31	-1.12	16:44:31	-97.1	16:45:06	-10
16:44:32	-4	16:44:32	-1.11	16:44:32	-97.2	16:45:07	-10
16:44:33	-4	16:44:33	-1.08	16:44:33	-97.1	16:45:08	-10
16:44:34	-4	16:44:34	-1.07	16:44:34	-97.2	16:45:09	-10
16:44:35	-4	16:44:35	-1.04	16:44:35	-97.1	16:45:10	-10
16:44:36	-4	16:44:36	-1.02	16:44:36	-97.1	16:45:11	-10
16:44:37	-4	16:44:37	-1	16:44:37	-97.1	16:45:12	-10
16:44:38	-4	16:44:38	-0.98	16:44:38	-97.1	16:45:13	-10
16:44:39	-4	16:44:39	-0.96	16:44:39	-97.2	16:45:14	-10
16:44:40	-4	16:44:40	-0.95	16:44:40	-97.2	16:45:15	-10
16:44:41	-4	16:44:41	-0.92	16:44:41	-97.1	16:45:16	-10
16:44:42	-4	16:44:42	-0.91	16:44:42	-97.2	16:45:17	-10
16:44:43	-4	16:44:43	-0.88	16:44:43	-97.2	16:45:18	-10
16:44:44	-4	16:44:44	-0.87	16:44:44	-97.2	16:45:19	-10
16:44:45	-4	16:44:45	-0.85	16:44:45	-97.2	16:45:20	-10
16:44:46	-4	16:44:46	-0.83	16:44:46	-97.2	16:45:21	-10
16:44:47	-4	16:44:47	-0.81	16:44:47	-97.2	16:45:22	-10
16:44:48	-4	16:44:48	-0.78	16:44:48	-97.2	16:45:24	-10
16:44:49	-4	16:44:49	-0.76	16:44:49	-97.2	16:45:25	-10
16:44:50	-4	16:44:50	-0.74	16:44:50	-97.1	16:45:26	-10
16:44:51	-4	16:44:51	-0.72	16:44:51	-97.1	16:45:27	-10
16:44:52	-4	16:44:52	-0.7	16:44:52	-97.1	16:45:28	-10
16:44:53	-4	16:44:53	-0.68	16:44:53	-97.1	16:45:29	-10
16:44:54	-4	16:44:54	-0.66	16:44:54	-97.1	16:45:30	-10
16:44:55	-4	16:44:55	-0.64	16:44:55	-97.1	16:45:31	-10
16:44:56	-4	16:44:56	-0.62	16:44:56	-97.2	16:45:32	-10
16:44:57	-4	16:44:57	-0.6	16:44:57	-97.2	16:45:33	-10
