Time (HH:MM:SS) - Setpoint	Temperature (�C) - Setpoint	Time (HH:MM:SS) - Sensor 1	Temperature (�C) - Sensor 1	Time (HH:MM:SS) - Sensor 2	Temperature (�C) - Sensor 2	Time (HH:MM:SS) - Power	          Power (%) - Power
15:20:02	-4	15:20:02	-11.37	15:20:02	-97.2	15:20:37	-10
15:20:03	-4	15:20:03	-10.93	15:20:03	-97.2	15:20:38	-10
15:20:04	-4	15:20:04	-10.53	15:20:04	-97.1	15:20:39	-10
15:20:05	-4	15:20:05	-10.18	15:20:05	-97.2	15:20:40	-10
15:20:06	-4	15:20:06	-9.76	15:20:06	-97.2	15:20:41	-10
15:20:07	-4	15:20:07	-9.39	15:20:07	-97.2	15:20:42	-10
15:20:08	-4	15:20:08	-8.96	15:20:08	-97.2	15:20:43	-10
15:20:09	-4	15:20:09	-8.6	15:20:09	-97.2	15:20:44	-10
15:20:10	-4	15:20:10	-8.13	15:20:10	-97.1	15:20:45	-10
15:20:11	-4	15:20:11	-7.77	15:20:11	-97.1	15:20:46	-10
15:20:12	-4	15:20:12	-7.39	15:20:12	-97.1	15:20:47	-10
15:20:13	-4	15:20:13	-7.04	15:20:13	-97.1	15:20:48	-10
15:20:14	-4	15:20:14	-6.63	15:20:14	-97.1	15:20:49	-10
15:20:15	-4	15:20:15	-6.28	15:20:15	-97.1	15:20:50	-10
15:20:16	-4	15:20:16	-5.87	15:20:16	-97.1	15:20:51	-10
15:20:17	-4	15:20:17	-5.53	15:20:17	-97.1	15:20:52	-10
15:20:18	-4	15:20:18	-5.17	15:20:18	-97.1	15:20:53	-10
15:20:19	-4	15:20:19	-4.87	15:20:19	-97.1	15:20:54	-10
15:20:20	-4	15:20:20	-4.58	15:20:20	-97.1	15:20:55	-10
15:20:21	-4	15:20:21	-4.28	15:20:21	-97.1	15:20:56	-10
15:20:22	-4	15:20:22	-4	15:20:22	-97.1	15:20:57	-10
15:20:23	-4	15:20:23	-3.77	15:20:23	-97.1	15:20:58	-10
15:20:24	-4	15:20:24	-3.51	15:20:24	-97.1	15:20:59	-10
15:20:25	-4	15:20:25	-3.29	15:20:25	-97.1	15:21:00	-10
15:20:26	-4	15:20:26	-3.09	15:20:26	-97.1	15:21:01	-10
15:20:27	-4	15:20:27	-2.93	15:20:27	-97.1	15:21:02	-10
15:20:28	-4	15:20:28	-2.77	15:20:28	-97.1	15:21:03	-10
15:20:29	-4	15:20:29	-2.64	15:20:29	-97.1	15:21:04	-10
15:20:30	-4	15:20:30	-2.54	15:20:30	-97.1	15:21:05	-10
15:20:31	-4	15:20:31	-2.43	15:20:31	-97.1	15:21:06	-10
15:20:32	-4	15:20:32	-2.33	15:20:32	-97.1	15:21:07	-10
15:20:33	-4	15:20:33	-2.27	15:20:33	-97.1	15:21:08	-10
15:20:34	-4	15:20:34	-2.21	15:20:34	-97.1	15:21:09	-10
15:20:35	-4	15:20:35	-2.17	15:20:35	-97.1	15:21:10	-10
15:20:36	-4	15:20:36	-2.13	15:20:36	-97.1	15:21:11	-10
15:20:37	-4	15:20:37	-2.1	15:20:37	-97.1	15:21:12	-10
15:20:38	-4	15:20:38	-2.07	15:20:38	-97.1	15:21:14	-10
15:20:39	-4	15:20:39	-2.06	15:20:39	-97.1	15:21:15	-10
15:20:40	-4	15:20:40	-2.04	15:20:40	-97.1	15:21:16	-10
15:20:41	-4	15:20:41	-2.02	15:20:41	-97.1	15:21:17	-10
15:20:42	-4	15:20:42	-2.01	15:20:42	-97.2	15:21:18	-10
15:20:43	-4	15:20:43	-1.99	15:20:43	-97.2	15:21:19	-10
15:20:44	-4	15:20:44	-1.98	15:20:44	-97.1	15:21:20	-10
15:20:45	-4	15:20:45	-1.97	15:20:45	-97.1	15:21:21	-10
15:20:46	-4	15:20:46	-1.95	15:20:46	-97.1	15:21:22	-10
15:20:47	-4	15:20:47	-1.94	15:20:47	-97.1	15:21:23	-10
15:20:48	-4	15:20:48	-1.93	15:20:48	-97.1	15:21:24	-10
15:20:49	-4	15:20:49	-1.92	15:20:49	-97.2	15:21:25	-10
15:20:50	-4	15:20:50	-1.91	15:20:50	-97.1	15:21:26	-10
15:20:51	-4	15:20:51	-1.89	15:20:51	-97.1	15:21:27	-10
15:20:52	-4	15:20:52	-1.88	15:20:52	-97.1	15:21:28	-10
15:20:53	-4	15:20:53	-1.87	15:20:53	-97.1	15:21:29	-10
15:20:54	-4	15:20:54	-1.86	15:20:54	-97.1	15:21:30	-10
15:20:55	-4	15:20:55	-1.85	15:20:55	-97.1	15:21:31	-10
15:20:56	-4	15:20:56	-1.84	15:20:56	-97.1	15:21:32	-10
15:20:57	-4	15:20:57	-1.82	15:20:57	-97.1	15:21:33	-10
15:20:58	-4	15:20:58	-1.82	15:20:58	-97.1	15:21:34	-10
15:20:59	-4	15:20:59	-1.8	15:20:59	-97.1	15:21:35	-10
15:21:00	-4	15:21:00	-1.79	15:21:00	-97.2	15:21:36	-10
15:21:01	-4	15:21:01	-1.78	15:21:01	-97.1	15:21:37	-10
15:21:02	-4	15:21:02	-1.77	15:21:02	-97.1	15:21:38	-10
15:21:03	-4	15:21:03	-1.75	15:21:03	-97.1	15:21:39	-10
15:21:04	-4	15:21:04	-1.74	15:21:04	-97.1	15:21:40	-10
15:21:05	-4	15:21:05	-1.73	15:21:05	-97.1	15:21:41	-10
15:21:06	-4	15:21:06	-1.72	15:21:06	-97.1	15:21:42	-10
15:21:07	-4	15:21:07	-1.71	15:21:07	-97.1	15:21:43	-10
15:21:08	-4	15:21:08	-1.7	15:21:08	-97.1	15:21:44	-10
15:21:09	-4	15:21:09	-1.68	15:21:09	-97.2	15:21:45	-10
15:21:10	-4	15:21:10	-1.67	15:21:10	-97.2	15:21:46	-10
15:21:11	-4	15:21:11	-1.66	15:21:11	-97.1	15:21:47	-10
15:21:12	-4	15:21:12	-1.64	15:21:12	-97.2	15:21:48	-10
15:21:14	-4	15:21:14	-1.63	15:21:14	-97.2	15:21:49	-10
15:21:15	-4	15:21:15	-1.62	15:21:15	-97.2	15:21:50	-10
15:21:16	-4	15:21:16	-1.6	15:21:16	-97.2	15:21:51	-10
15:21:17	-4	15:21:17	-1.59	15:21:17	-97.2	15:21:52	-10
15:21:18	-4	15:21:18	-1.58	15:21:18	-97.2	15:21:53	-10
15:21:19	-4	15:21:19	-1.57	15:21:19	-97.2	15:21:54	-10
15:21:20	-4	15:21:20	-1.55	15:21:20	-97.2	15:21:55	-10
15:21:21	-4	15:21:21	-1.54	15:21:21	-97.2	15:21:56	-10
15:21:22	-4	15:21:22	-1.52	15:21:22	-97.2	15:21:57	-10
15:21:23	-4	15:21:23	-1.51	15:21:23	-97.2	15:21:58	-10
15:21:24	-4	15:21:24	-1.5	15:21:24	-97.2	15:21:59	-10
15:21:25	-4	15:21:25	-1.49	15:21:25	-97.2	15:22:00	-10
15:21:26	-4	15:21:26	-1.47	15:21:26	-97.2	15:22:01	-10
15:21:27	-4	15:21:27	-1.46	15:21:27	-97.2	15:22:02	-10
15:21:28	-4	15:21:28	-1.44	15:21:28	-97.2	15:22:03	-10
15:21:29	-4	15:21:29	-1.43	15:21:29	-97.2	15:22:04	-10
15:21:30	-4	15:21:30	-1.42	15:21:30	-97.2	15:22:05	-10
15:21:31	-4	15:21:31	-1.41	15:21:31	-97.2	15:22:06	-10
15:21:32	-4	15:21:32	-1.39	15:21:32	-97.2	15:22:07	-10
15:21:33	-4	15:21:33	-1.38	15:21:33	-97.2	15:22:08	-10
15:21:34	-4	15:21:34	-1.37	15:21:34	-97.2	15:22:09	-10
15:21:35	-4	15:21:35	-1.35	15:21:35	-97.2	15:22:10	-10
15:21:36	-4	15:21:36	-1.34	15:21:36	-97.2	15:22:11	-10
15:21:37	-4	15:21:37	-1.32	15:21:37	-97.2	15:22:12	-10
15:21:38	-4	15:21:38	-1.31	15:21:38	-97.2	15:22:13	-10
15:21:39	-4	15:21:39	-1.29	15:21:39	-97.2	15:22:14	-10
15:21:40	-4	15:21:40	-1.28	15:21:40	-97.2	15:22:15	-10
15:21:41	-4	15:21:41	-1.27	15:21:41	-97.2	15:22:16	-10
15:21:42	-4	15:21:42	-1.25	15:21:42	-97.2	15:22:17	-10
15:21:43	-4	15:21:43	-1.24	15:21:43	-97.2	15:22:18	-10
15:21:44	-4	15:21:44	-1.22	15:21:44	-97.2	15:22:19	-10
15:21:45	-4	15:21:45	-1.21	15:21:45	-97.2	15:22:20	-10
15:21:46	-4	15:21:46	-1.19	15:21:46	-97.2	15:22:21	-10
15:21:47	-4	15:21:47	-1.18	15:21:47	-97.2	15:22:22	-10
15:21:48	-4	15:21:48	-1.16	15:21:48	-97.2	15:22:23	-10
15:21:49	-4	15:21:49	-1.15	15:21:49	-97.2	15:22:24	-10
15:21:50	-4	15:21:50	-1.13	15:21:50	-97.2	15:22:25	-10
15:21:51	-4	15:21:51	-1.12	15:21:51	-97.2	15:22:26	-10
15:21:52	-4	15:21:52	-1.11	15:21:52	-97.2	15:22:27	-10
15:21:53	-4	15:21:53	-1.09	15:21:53	-97.2	15:22:28	-10
15:21:54	-4	15:21:54	-1.08	15:21:54	-97.2	15:22:29	-10
15:21:55	-4	15:21:55	-1.07	15:21:55	-97.2	15:22:30	-10
15:21:56	-4	15:21:56	-1.05	15:21:56	-97.2	15:22:31	-10
15:21:57	-4	15:21:57	-1.03	15:21:57	-97.2	15:22:32	-10
15:21:58	-4	15:21:58	-1.02	15:21:58	-97.2	15:22:33	-10
15:21:59	-4	15:21:59	-1	15:21:59	-97.2	15:22:34	-10
15:22:00	-4	15:22:00	-0.99	15:22:00	-97.2	15:22:35	-10
15:22:01	-4	15:22:01	-0.98	15:22:01	-97.2	15:22:36	-10
15:22:02	-4	15:22:02	-0.96	15:22:02	-97.2	15:22:37	-10
15:22:03	-4	15:22:03	-0.94	15:22:03	-97.2	15:22:38	-10
15:22:04	-4	15:22:04	-0.93	15:22:04	-97.2	15:22:39	-10
15:22:05	-4	15:22:05	-0.91	15:22:05	-97.2	15:22:40	-10
15:22:06	-4	15:22:06	-0.9	15:22:06	-97.2	15:22:41	-10
15:22:07	-4	15:22:07	-0.88	15:22:07	-97.2	15:22:42	-10
15:22:08	-4	15:22:08	-0.87	15:22:08	-97.1	15:22:43	-10
15:22:09	-4	15:22:09	-0.86	15:22:09	-97.2	15:22:45	-10
15:22:10	-4	15:22:10	-0.84	15:22:10	-97.1	15:22:46	-10
15:22:11	-4	15:22:11	-0.83	15:22:11	-97.2	15:22:47	-10
15:22:12	-4	15:22:12	-0.81	15:22:12	-97.2	15:22:48	-10
15:22:13	-4	15:22:13	-0.8	15:22:13	-97.2	15:22:49	-10
15:22:14	-4	15:22:14	-0.78	15:22:14	-97.2	15:22:50	-10
15:22:15	-4	15:22:15	-0.76	15:22:15	-97.1	15:22:51	-10
15:22:16	-4	15:22:16	-0.75	15:22:16	-97.1	15:22:52	-10
15:22:17	-4	15:22:17	-0.74	15:22:17	-97.2	15:22:53	-10
15:22:18	-4	15:22:18	-0.72	15:22:18	-97.2	15:22:54	-10
15:22:19	-4	15:22:19	-0.71	15:22:19	-97.2	15:22:55	-10
15:22:20	-4	15:22:20	-0.7	15:22:20	-97.1	15:22:56	-10
15:22:21	-4	15:22:21	-0.68	15:22:21	-97.2	15:22:57	-10
15:22:22	-4	15:22:22	-0.67	15:22:22	-97.2	15:22:58	-10
15:22:23	-4	15:22:23	-0.65	15:22:23	-97.2	15:22:59	-10
15:22:24	-4	15:22:24	-0.64	15:22:24	-97.2	15:23:00	-10
15:22:25	-4	15:22:25	-0.62	15:22:25	-97.2	15:23:01	-10
15:22:26	-4	15:22:26	-0.61	15:22:26	-97.2	15:23:02	-10
15:22:27	-4	15:22:27	-0.59	15:22:27	-97.2	15:23:03	-10
15:22:28	-4	15:22:28	-0.58	15:22:28	-97.2	15:23:04	-10
15:22:29	-4	15:22:29	-0.56	15:22:29	-97.1	15:23:05	-10
15:22:30	-4	15:22:30	-0.55	15:22:30	-97.2	15:23:06	-10
15:22:31	-4	15:22:31	-0.53	15:22:31	-97.1	15:23:07	-10
15:22:32	-4	15:22:32	-0.51	15:22:32	-97.1	15:23:08	-10
15:22:33	-4	15:22:33	-0.5	15:22:33	-97.1	15:23:09	-10
15:22:34	-4	15:22:34	-0.48	15:22:34	-97.1	15:23:10	-10
15:22:35	-4	15:22:35	-0.47	15:22:35	-97.1	15:23:11	-10
15:22:36	-4	15:22:36	-0.45	15:22:36	-97.1	15:23:12	-10
15:22:37	-4	15:22:37	-0.44	15:22:37	-97.1	15:23:13	-10
15:22:38	-4	15:22:38	-0.42	15:22:38	-97.1	15:23:14	-10
15:22:39	-4	15:22:39	-0.41	15:22:39	-97.1	15:23:15	-10
15:22:40	-4	15:22:40	-0.39	15:22:40	-97.1	15:23:16	-10
15:22:41	-4	15:22:41	-0.38	15:22:41	-97.1	15:23:17	-10
15:22:42	-4	15:22:42	-0.37	15:22:42	-97.1	15:23:18	-10
15:22:43	-4	15:22:43	-0.35	15:22:43	-97.1	15:23:19	-10
15:22:45	-4	15:22:45	-0.34	15:22:45	-97.1	15:23:20	-10
15:22:46	-4	15:22:46	-0.32	15:22:46	-97.1	15:23:21	-10
15:22:47	-4	15:22:47	-0.31	15:22:47	-97.1	15:23:22	-10
15:22:48	-4	15:22:48	-0.3	15:22:48	-97.1	15:23:23	-10
15:22:49	-4	15:22:49	-0.28	15:22:49	-97.1	15:23:24	-10
15:22:50	-4	15:22:50	-0.27	15:22:50	-97.1	15:23:25	-10
15:22:51	-4	15:22:51	-0.26	15:22:51	-97.1	15:23:26	-10
15:22:52	-4	15:22:52	-0.24	15:22:52	-97.1	15:23:27	-10
15:22:53	-4	15:22:53	-0.23	15:22:53	-97.1	15:23:28	-10
15:22:54	-4	15:22:54	-0.21	15:22:54	-97.1	15:23:29	-10
15:22:55	-4	15:22:55	-0.2	15:22:55	-97.1	15:23:30	-10
15:22:56	-4	15:22:56	-0.19	15:22:56	-97.1	15:23:31	-10
15:22:57	-4	15:22:57	-0.17	15:22:57	-97.1	15:23:32	-10
15:22:58	-4	15:22:58	-0.16	15:22:58	-97.1	15:23:33	-10
15:22:59	-4	15:22:59	-0.14	15:22:59	-97.1	15:23:34	-10
15:23:00	-4	15:23:00	-0.13	15:23:00	-97.2	15:23:35	-10
15:23:01	-4	15:23:01	-0.11	15:23:01	-97.2	15:23:37	-10
15:23:02	-4	15:23:02	-0.1	15:23:02	-97.1	15:23:38	-10
15:23:03	-4	15:23:03	-0.09	15:23:03	-97.2	15:23:39	-10
15:23:04	-4	15:23:04	-0.07	15:23:04	-97.2	15:23:40	-10
15:23:05	-4	15:23:05	-0.06	15:23:05	-97.2	15:23:41	-10
15:23:06	-4	15:23:06	-0.04	15:23:06	-97.2	15:23:42	-10
15:23:07	-4	15:23:07	-0.03	15:23:07	-97.2	15:23:43	-10
15:23:08	-4	15:23:08	-0.02	15:23:08	-97.2	15:23:44	-10
15:23:09	-4	15:23:09	-0.01	15:23:09	-97.2	15:23:45	-10
15:23:10	-4	15:23:10	0.01	15:23:10	-97.2	15:23:46	-10
15:23:11	-4	15:23:11	0.02	15:23:11	-97.2	15:23:47	-10
15:23:12	-4	15:23:12	0.04	15:23:12	-97.2	15:23:48	-10
15:23:13	-4	15:23:13	0.05	15:23:13	-97.2	15:23:49	-10
15:23:14	-4	15:23:14	0.07	15:23:14	-97.2	15:23:50	-10
15:23:15	-4	15:23:15	0.08	15:23:15	-97.2	15:23:51	-10
15:23:16	-4	15:23:16	0.09	15:23:16	-97.2	15:23:52	-10
15:23:17	-4	15:23:17	0.1	15:23:17	-97.2	15:23:53	-10
15:23:18	-4	15:23:18	0.12	15:23:18	-97.2	15:23:54	-10
15:23:19	-4	15:23:19	0.13	15:23:19	-97.2	15:23:55	-10
15:23:20	-4	15:23:20	0.14	15:23:20	-97.2	15:23:56	-10
15:23:21	-4	15:23:21	0.16	15:23:21	-97.2	15:23:57	-10
15:23:22	-4	15:23:22	0.17	15:23:22	-97.2	15:23:58	-10
15:23:23	-4	15:23:23	0.19	15:23:23	-97.2	15:23:59	-10
15:23:24	-4	15:23:24	0.2	15:23:24	-97.2	15:24:00	-10
15:23:25	-4	15:23:25	0.21	15:23:25	-97.2	15:24:01	-10
15:23:26	-4	15:23:26	0.23	15:23:26	-97.2	15:24:02	-10
15:23:27	-4	15:23:27	0.24	15:23:27	-97.2	15:24:03	-10
15:23:28	-4	15:23:28	0.25	15:23:28	-97.2	15:24:04	-10
15:23:29	-4	15:23:29	0.27	15:23:29	-97.2	15:24:05	-10
15:23:30	-4	15:23:30	0.28	15:23:30	-97.2	15:24:06	-10
15:23:31	-4	15:23:31	0.29	15:23:31	-97.2	15:24:07	-10
15:23:32	-4	15:23:32	0.31	15:23:32	-97.2	15:24:08	-10
15:23:33	-4	15:23:33	0.32	15:23:33	-97.2	15:24:09	-10
15:23:34	-4	15:23:34	0.34	15:23:34	-97.2	15:24:10	-10
15:23:35	-4	15:23:35	0.35	15:23:35	-97.2	15:24:11	-10
15:23:37	-4	15:23:37	0.37	15:23:37	-97.2	15:24:12	-10
15:23:38	-4	15:23:38	0.38	15:23:38	-97.2	15:24:13	-10
15:23:39	-4	15:23:39	0.39	15:23:39	-97.2	15:24:14	-10
15:23:40	-4	15:23:40	0.4	15:23:40	-97.2	15:24:15	-10
15:23:41	-4	15:23:41	0.42	15:23:41	-97.2	15:24:16	-10
15:23:42	-4	15:23:42	0.43	15:23:42	-97.2	15:24:17	-10
15:23:43	-4	15:23:43	0.45	15:23:43	-97.1	15:24:18	-10
15:23:44	-4	15:23:44	0.46	15:23:44	-97.1	15:24:19	-10
15:23:45	-4	15:23:45	0.48	15:23:45	-97.1	15:24:20	-10
15:23:46	-4	15:23:46	0.48	15:23:46	-97.1	15:24:21	-10
15:23:47	-4	15:23:47	0.51	15:23:47	-97.1	15:24:22	-10
15:23:48	-4	15:23:48	0.52	15:23:48	-97.1	15:24:23	-10
15:23:49	-4	15:23:49	0.53	15:23:49	-97.1	15:24:24	-10
15:23:50	-4	15:23:50	0.53	15:23:50	-97.2	15:24:25	-10
15:23:51	-4	15:23:51	0.55	15:23:51	-97.1	15:24:26	-10
15:23:52	-4	15:23:52	0.56	15:23:52	-97.2	15:24:27	-10
15:23:53	-4	15:23:53	0.58	15:23:53	-97.1	15:24:28	-10
15:23:54	-4	15:23:54	0.6	15:23:54	-97.1	15:24:29	-10
15:23:55	-4	15:23:55	0.61	15:23:55	-97.2	15:24:30	-10
15:23:56	-4	15:23:56	0.62	15:23:56	-97.1	15:24:31	-10
15:23:57	-4	15:23:57	0.64	15:23:57	-97.1	15:24:33	-10
15:23:58	-4	15:23:58	0.65	15:23:58	-97.2	15:24:34	-10
15:23:59	-4	15:23:59	0.66	15:23:59	-97.2	15:24:35	-10
15:24:00	-4	15:24:00	0.68	15:24:00	-97.2	15:24:36	-10
15:24:01	-4	15:24:01	0.69	15:24:01	-97.2	15:24:37	-10
15:24:02	-4	15:24:02	0.7	15:24:02	-97.2	15:24:38	-10
15:24:03	-4	15:24:03	0.71	15:24:03	-97.2	15:24:39	-10
15:24:04	-4	15:24:04	0.72	15:24:04	-97.2	15:24:40	-10
15:24:05	-4	15:24:05	0.74	15:24:05	-97.1	15:24:41	-10
15:24:06	-4	15:24:06	0.75	15:24:06	-97.2	15:24:42	-10
15:24:07	-4	15:24:07	0.76	15:24:07	-97.2	15:24:43	-10
15:24:08	-4	15:24:08	0.77	15:24:08	-97.2		
15:24:09	-4	15:24:09	0.79	15:24:09	-97.2		
15:24:10	-4	15:24:10	0.8	15:24:10	-97.2		
15:24:11	-4	15:24:11	0.81	15:24:11	-97.2		
15:24:12	-4	15:24:12	0.82	15:24:12	-97.2		
15:24:13	-4	15:24:13	0.84	15:24:13	-97.2		
15:24:14	-4	15:24:14	0.85	15:24:14	-97.2		
15:24:15	-4	15:24:15	0.86	15:24:15	-97.2		
15:24:16	-4	15:24:16	0.88	15:24:16	-97.2		
15:24:17	-4	15:24:17	0.89	15:24:17	-97.2		
15:24:18	-4	15:24:18	0.9	15:24:18	-97.2		
15:24:19	-4	15:24:19	0.91	15:24:19	-97.2		
15:24:20	-4	15:24:20	0.93	15:24:20	-97.2		
15:24:21	-4	15:24:21	0.94	15:24:21	-97.2		
15:24:22	-4	15:24:22	0.95	15:24:22	-97.2		
15:24:23	-4	15:24:23	0.97	15:24:23	-97.2		
15:24:24	-4	15:24:24	0.98	15:24:24	-97.2		
15:24:25	-4	15:24:25	0.99	15:24:25	-97.2		
15:24:26	-4	15:24:26	1	15:24:26	-97.2		
15:24:27	-4	15:24:27	1.02	15:24:27	-97.2		
15:24:28	-4	15:24:28	1.03	15:24:28	-97.2		
15:24:29	-4	15:24:29	1.04	15:24:29	-97.2		
15:24:30	-4	15:24:30	1.05	15:24:30	-97.2		
15:24:31	-4	15:24:31	1.07	15:24:31	-97.2		
15:24:33	-4	15:24:33	1.08	15:24:33	-97.2		
15:24:34	-4	15:24:34	1.09	15:24:34	-97.2		
15:24:35	-4	15:24:35	1.1	15:24:35	-97.2		
15:24:36	-4	15:24:36	1.11	15:24:36	-97.2		
15:24:37	-4	15:24:37	1.13	15:24:37	-97.2		
15:24:38	-4	15:24:38	1.14	15:24:38	-97.2		
15:24:39	-4	15:24:39	1.15	15:24:39	-97.2		
15:24:40	-4	15:24:40	1.16	15:24:40	-97.2		
15:24:41	-4	15:24:41	1.18	15:24:41	-97.2		
15:24:42	-4	15:24:42	1.19	15:24:42	-97.2		
15:24:43	-4	15:24:43	1.2	15:24:43	-97.2		
